t_id,visitas,compartir,duracion,favorito
9158,489384,12926,324,7968
3760,181792,1065,16,3866
7898,6241,73157,,7020
9568,484576,76123,362,8083
370,105248,47622,208,373
102,120247,91170,448,
4340,135527,15973,0,3937
3786,229330,95880,397,7340
606,325284,55000,336,1448
4471,559960,78795,212,3711
1450,118284,19377,67,2058
8230,654276,37237,243,4532
2072,258295,32349,460,4793
8331,499336,5860,140,2640
1672,211000,26602,84,1745
6820,141723,68692,360,5520
643,609734,57286,267,5469
7738,328292,19851,540,8736
1663,743463,76660,279,2333
3051,227571,47986,142,9447
7694,440661,8300,207,6563
2980,560633,85573,203,810
7596,791037,44863,506,77
10079,549442,88302,296,6872
8689,196960,77723,,9627
9590,647062,60458,,978
6721,397109,19159,198,8002
6295,285943,69128,226,4518
4881,114768,37612,571,6269
7461,135451,22218,379,456
4590,532053,4349,342,2683
2405,457543,61619,283,7693
5103,471232,63283,558,3256
3409,189679,45976,121,3752
5335,879211,63312,243,2255
8449,988988,96864,,141
4905,687427,73316,359,8965
6792,390292,34483,255,6229
4118,945812,97076,289,2661
7389,933465,66100,319,5940
529,242670,4826,187,3396
5,412379,86479,314,2411
7785,754790,12861,57,4654
160,347009,29047,129,6479
3440,416289,73440,227,5259
947,885038,21471,414,110
734,422899,76465,351,5558
2514,430260,44935,331,8020
7263,350199,58675,470,3502
1577,586724,65643,50,5516
5266,263126,41310,308,5859
5909,80786,64263,754,7355
1665,29540,3249,85,824
5091,544889,6278,568,3706
3210,733195,3494,,7548
8025,833020,53932,197,2507
7046,302984,77189,81,3663
3570,160723,86923,,
9737,808196,20241,104,8829
6677,422610,87323,378,800
7125,921339,88527,276,7349
5979,782657,39874,479,7957
8179,152570,53689,394,2782
2913,554925,58903,204,9020
9268,500604,81864,17,3929
8494,920158,33283,335,
5870,332128,6510,,2519
3677,45111,23432,220,5650
9101,234347,10520,75,8121
1595,661466,2979,487,381
8097,873362,9210,75,7555
9287,395946,11404,272,8297
248,42663,55053,,7148
9894,877928,86410,468,277
8977,495841,37222,270,5766
1498,282061,50641,260,8129
9747,598600,20643,300,6976
3900,527055,91525,234,1481
807,249823,77482,759,7997
7601,428911,81456,232,6257
8780,389796,69379,453,5083
8420,567959,76147,190,
2202,887081,3933,229,4347
6566,751935,11213,305,8225
4876,37973,71217,102,4718
8043,250381,35948,171,7308
6111,315988,63563,109,
7620,139151,37746,507,6637
2530,318068,50490,327,2830
5426,584398,42128,237,8435
1719,665068,30467,460,2791
1596,185837,1881,512,
3563,636601,84663,176,1797
1078,71679,46849,388,5392
10275,643439,24337,510,785
2695,608909,24497,220,881
10013,443690,51460,351,751
7646,125356,59241,183,1497
10541,347439,23421,108,3682
2152,186531,7117,108,102
3029,176587,10018,8,6264
6644,786799,65923,337,4339
773,783237,6995,,9386
5959,917305,62959,105,1059
9411,313132,8282,,4625
1870,22540,,151,8000
7411,877005,93913,130,7083
299,879096,92851,541,7602
381,911602,8276,262,9330
2701,429934,28636,202,5014
3995,697783,50416,42,8265
178,244164,20029,249,9523
5917,303337,28785,496,5467
1201,990293,19188,424,2666
8206,900927,2660,272,
6380,975508,3447,122,
4439,566124,11414,284,6884
6428,474265,27434,136,4943
10499,102021,39395,,5602
7541,570697,5024,277,1711
10251,185147,85189,,731
7165,219876,16064,266,5198
9279,777717,88255,204,7074
4898,633105,7193,149,1394
7593,935342,18617,183,
10170,236624,47749,163,9099
9,213438,69771,528,552
5839,238823,63025,125,9047
3690,959704,44428,182,1130
1075,732954,7086,362,9317
5788,418655,81026,159,5573
2179,906281,46805,137,7561
7812,486200,65217,235,1216
6977,575225,86582,357,9576
4478,923557,34500,329,82
4179,844727,53928,,4664
9162,595016,31371,369,2326
3801,759248,59961,221,2485
6406,383903,62099,248,7865
6,850837,62524,65,8704
4362,916244,39058,138,8036
1193,956954,90083,547,4922
6238,337941,73841,217,846
4363,395379,77208,243,8317
5984,874708,60780,,83
7698,517154,98519,136,8999
3776,793845,22837,276,8068
1385,826915,87942,393,935
581,49902,8790,233,
694,333909,38709,627,7782
7942,391873,40842,197,979
8538,422264,94688,334,
7416,106912,14009,112,8032
2473,261753,97578,,6204
1130,692659,21380,279,5577
5706,984697,92319,241,1434
8638,126338,16479,139,8235
6265,104971,60962,680,1172
9976,899990,59405,,
6762,408709,71408,216,9252
5541,736817,89431,239,1866
3257,406629,50695,207,3090
7193,58239,40935,273,2212
9595,339125,81967,360,5290
4221,346925,56208,344,3668
8078,923143,81842,210,
2283,974020,93223,381,9452
6476,27090,730,225,9659
3958,78068,7122,64,5553
2928,952263,99423,0,6926
2353,551890,20785,98,8761
689,458622,76824,421,7004
1833,296162,13985,375,6138
8194,545506,68474,,1403
2617,890098,27800,280,4480
2601,186982,70448,99,4021
9449,117777,52429,42,5271
8717,409890,8521,236,2428
4579,611034,87631,328,1308
9501,935335,20938,101,1144
6007,566704,44478,111,4614
8132,628306,85398,103,1252
7207,489309,18219,220,410
7121,569443,10388,419,5670
3258,192400,79477,22,7384
5912,262385,22607,395,3455
6714,750428,81870,299,7264
777,294168,1310,188,2311
7839,556916,50328,55,390
7720,210757,40251,480,1089
6050,578743,1949,231,1482
1966,172235,92199,38,8068
4255,994205,58604,329,6729
8009,705023,80968,246,1925
9819,47544,59868,188,1732
6206,29433,60943,244,6926
293,711846,93623,365,1318
8804,93004,80293,98,8025
4287,981157,55581,177,894
9475,572873,,480,9129
1955,464164,78367,,5935
6014,1179,63528,58,4555
239,142891,58023,71,9627
2623,932950,36528,72,3575
3164,41919,25151,344,4358
10105,29765,82208,507,5269
3330,199249,77123,120,7367
6615,574315,81478,246,
8764,953065,4558,307,6844
7297,835227,29391,246,494
600,120636,46196,324,985
5249,753068,85743,456,1107
7092,761767,78002,355,7492
2489,949001,4336,312,4433
3412,657321,52118,437,9466
8704,660295,5056,497,6391
4983,542103,99009,356,8421
4543,560189,74964,78,6648
4055,543489,38686,512,4295
2377,580309,6267,379,5168
5699,685808,39355,259,8873
2248,723762,72732,303,6095
10167,834846,97028,168,1860
1669,577195,35786,486,9717
192,797522,72574,219,3584
57,415041,98831,,7806
9424,814952,86439,,9261
4060,58832,59661,78,142
7947,206695,95398,294,9258
1082,615480,74556,249,4437
9228,419297,66009,27,
1616,806374,87197,20,9866
8023,739074,76539,231,7926
9753,822164,83778,,
5880,245466,21803,175,8174
1344,982352,69664,67,4573
10515,972114,37944,404,5565
7979,949731,16022,292,
7921,255124,51158,365,9493
8186,910657,39344,93,7889
640,300883,96331,349,32
5050,528121,72585,203,3376
3645,734211,71744,321,771
6726,586678,63918,,3502
5326,786935,52268,329,1118
719,962810,5240,364,9509
611,340193,43325,576,6854
8849,295767,34953,233,1422
223,320615,7364,368,5006
5044,965998,27433,244,7679
9662,826487,89042,,7889
7407,540223,55975,299,7538
6005,826639,54988,81,9110
401,615033,43860,511,7163
9033,270568,4296,189,4705
5663,464567,99635,472,170
2427,761493,91274,555,8065
5056,247048,79380,201,850
4218,730827,79378,186,9917
1887,863587,34797,177,9662
6215,728282,5579,456,1967
2779,71030,46297,,1483
8592,657109,92544,38,3791
4452,730319,15382,185,762
9480,663617,66021,36,7483
8760,271360,38922,259,6336
385,411954,45121,80,2551
8155,48524,48196,,3877
9345,159935,41882,361,6695
1560,703122,845,119,2068
2192,833662,22216,210,
7586,610282,51777,462,4712
231,9401,58237,588,2801
7026,530060,56203,12,224
8664,290563,65089,143,9694
7912,655203,48029,216,3829
7578,891605,25357,99,713
5657,934130,90163,303,6523
4396,34028,50976,483,5048
1615,885027,8666,261,4252
10147,979756,93360,266,228
3154,839616,19509,,1241
9001,578262,20726,134,281
5311,256684,66827,307,1147
8089,218774,55614,152,6772
9644,667678,93335,383,2295
8431,426006,13675,316,2209
3516,782958,48358,361,8307
9354,1701,44912,582,973
8791,307090,88457,319,9584
1150,635208,93696,333,4860
3094,781830,37591,546,3559
3926,398210,73748,260,3081
477,16555,93799,,
4858,943,86447,151,5426
8371,546648,73678,,5596
4381,578097,45917,680,212
4528,584646,78137,69,1752
6065,429524,298,151,4341
5767,725819,93849,517,6987
9233,281906,25633,194,4524
8551,126442,72569,553,1224
10126,782687,8340,154,4397
8469,134194,52439,163,1271
9775,851209,73072,99,2225
6275,118769,62258,153,7893
7452,372735,67207,280,2690
9761,250351,36199,618,2680
3986,324154,16558,170,2671
7945,327559,93592,260,1924
6063,488803,41337,426,9959
8068,668027,11163,144,3812
8104,764397,30615,185,6801
1690,535386,50681,212,8159
8986,454021,82688,366,
8468,700614,57452,601,949
4569,674100,57497,519,2572
4237,980036,46175,406,3800
3353,785951,,133,4908
2308,887702,39286,24,8902
8628,540527,99888,182,9284
9859,846347,76167,513,6765
10065,667992,94265,501,2095
8169,50707,74724,537,1248
2658,305789,94946,66,6496
5025,825823,53815,4,3206
4380,332353,87988,363,8165
3618,7234,49026,210,282
7954,457632,42014,117,755
5273,190572,2016,293,7573
9031,787865,32546,231,3221
882,865699,4232,306,3931
6803,329280,23954,,762
9657,776446,87939,136,9285
6522,295012,8846,6,3372
1952,430331,72327,243,4200
9947,353546,89749,694,2840
3606,301692,64224,476,3193
10296,426477,18974,325,4975
10109,486705,1973,291,196
2108,377904,7039,246,5586
8987,329526,35275,,4228
6842,512645,84461,249,5897
9471,996443,11384,142,6021
1551,809492,63073,155,3732
4606,407432,14481,,2422
197,532575,68427,622,
7382,146816,20838,88,8925
6749,325764,76908,,8057
3987,875022,82085,617,951
348,486793,86614,108,3347
3143,22664,11049,47,5180
379,421913,11693,549,6273
3254,119079,53795,360,
8720,162294,95636,137,9246
1732,235735,84587,473,5287
9934,875947,96839,343,7018
1116,668528,23553,173,6887
6343,270802,51707,77,3474
7565,895496,44736,68,1388
10307,490952,60619,,7735
1611,799301,51183,413,184
3681,188263,30008,210,8213
4586,763056,79124,29,
4524,303014,32311,173,52
5819,739364,64375,135,6041
9643,886458,10532,67,
233,448380,8278,,5692
5776,909015,36770,448,2711
5920,456279,22472,226,9809
1140,775796,98686,,8706
8044,773084,13072,371,5693
455,260118,39618,183,9336
637,613570,29116,256,5397
4426,611185,86148,105,4380
5331,199208,31112,102,2572
9313,488210,71530,231,7782
6270,318519,97765,58,5551
9073,719803,89023,456,3516
4536,975561,75387,56,7695
9869,386723,73884,239,4161
1094,231574,84509,254,2629
2581,438968,74327,86,
918,856663,48038,321,8016
1915,472907,5271,516,4873
7096,504057,4762,554,6751
2426,663606,97716,323,2772
130,341528,56263,25,6664
5710,75319,25738,510,5661
7867,231911,78554,142,8111
3041,840012,68033,,6204
2831,990590,51330,709,
7580,691821,96038,647,3609
8400,925581,81876,59,1948
10166,561424,43313,418,1566
2077,425767,66391,463,2520
5332,991123,2281,3,3469
7735,936011,10099,,2443
2311,336164,98497,631,5539
9077,631046,40087,179,5328
1176,231247,34661,265,
2744,742358,93082,120,7902
5732,238154,83061,166,611
487,438181,83484,81,8299
10088,464094,4585,,3672
9908,517469,78966,370,1144
3637,870308,29673,0,944
4441,487077,62262,176,4981
3211,675275,50625,156,17
1179,352369,60256,211,9404
7515,1121,28163,257,6438
5855,821704,7104,,1466
3246,790422,39033,91,1883
375,583241,10647,461,5655
7852,538462,,261,1574
9194,305739,33871,266,9271
3574,690213,86141,350,3179
8753,301359,5192,326,3231
5985,586614,37471,295,6816
4813,895375,10997,44,6256
9181,887233,40818,193,5299
512,110298,13223,433,8036
3863,790996,9586,39,7478
6377,689248,55609,355,3350
3150,538409,23898,315,5804
2106,985355,62527,0,541
2758,394326,20770,318,9875
7542,500950,42420,443,815
4228,789959,26709,32,982
362,981376,58266,244,1794
2557,621926,77432,247,894
4316,804769,67487,268,6815
8274,167834,35912,,2392
6906,672969,39286,59,7016
2880,948504,92840,277,7236
10492,189371,15551,,9657
517,208939,31418,396,7942
4291,976174,99566,,
2942,659329,45282,64,8371
5475,723694,24647,358,2219
1431,753181,89699,276,7467
2259,227886,86251,221,6163
4091,179026,56074,279,2465
1278,394739,82917,10,8729
1631,28412,80339,,3786
4539,590644,81604,255,5034
3652,395105,9908,241,7902
1107,673285,35802,,1015
5483,236761,88490,144,2036
8973,890816,81261,601,7515
10469,378536,3680,252,6174
2869,392858,36517,339,
9392,483819,94216,210,1473
613,4141,52787,315,6642
2674,43349,3568,36,5638
6793,176922,60376,563,7657
5286,476506,41152,12,669
4385,547580,22206,87,7649
4324,467250,6816,,6119
3704,243564,11008,69,962
7380,394678,99,362,1622
1299,958286,51865,,6414
5138,817613,74132,222,8979
9777,419101,963,573,4165
633,602090,54154,285,6095
7488,702359,71209,,5590
7791,896877,69905,574,3762
4015,715164,93267,425,6778
7990,892680,17281,571,2835
3743,393595,30164,445,669
3977,363237,85649,251,7703
10341,495695,94930,390,443
7249,943223,48615,266,4194
1010,802644,72493,147,2746
443,466756,54165,,6768
9979,217711,41633,437,7786
5127,994420,93923,188,6031
3354,787578,80639,,4763
8455,45333,37416,308,9188
9139,274678,49122,471,7254
4815,717076,54773,314,1224
4879,650715,38092,223,
5067,857439,71531,402,9432
4961,829469,44902,179,7058
1051,455832,41409,405,9705
8182,910932,67668,,5618
10323,369422,96362,69,9808
7022,55123,5211,147,1304
3971,667759,25155,138,723
1714,924424,38088,509,23
9857,758090,7463,,9065
10138,370108,51400,99,7765
4344,246766,76463,213,959
5219,336877,91405,180,445
1711,2960,79659,116,4623
7032,131902,23757,190,9234
5554,187746,21673,645,5954
4349,33936,89030,186,8614
4024,851672,86064,403,7052
6778,404653,94946,304,6890
9309,556871,94184,723,7001
323,646897,16506,188,5962
2278,689702,62678,509,9299
706,631319,33052,619,5006
951,651576,40344,346,4175
6912,283627,67960,141,4467
1729,329075,98973,254,171
4937,388868,23589,190,3768
2780,963250,20386,292,7443
6795,756096,67998,169,2477
1050,635414,46898,183,54
2533,634724,4051,145,5027
603,839230,28255,660,
3782,131223,33436,117,7367
3444,466425,31222,485,4157
2252,504921,1173,83,7210
717,827029,56233,446,6350
7768,463885,68521,280,2529
8055,991575,14534,131,4767
10271,289876,62371,495,6248
1087,782064,35676,214,8460
9867,7900,16067,133,4629
1071,521447,91829,254,9536
8007,753558,67192,25,615
1805,67826,6607,264,9971
4264,791341,14258,573,
8915,599282,94279,166,6397
10496,619176,44236,166,3404
5631,846409,,362,4832
3114,650785,29812,,6682
8372,692725,15440,41,142
2653,855501,33455,98,3237
5358,618453,38412,59,804
9254,635267,93320,71,987
2882,197261,69370,230,5334
6032,322592,57526,265,1782
9587,181011,12133,36,
1238,744084,29953,406,584
5600,825907,87027,13,1731
5987,144593,72092,204,8136
1927,544417,61593,0,7708
3093,197925,84222,525,
9057,9028,12675,,8791
8739,851866,93143,290,5861
4166,750524,11816,300,4997
2954,680929,2316,288,7827
5576,361438,52379,59,5029
815,142085,26912,331,1869
4848,955297,64019,228,6491
6264,447850,66885,25,1830
1216,474609,95914,146,1393
6359,348505,47908,30,1576
8125,209293,2167,341,200
3268,372287,86479,,6758
1701,186828,87249,325,1237
1285,935104,33786,205,8206
10283,744764,30915,348,3789
5630,469337,6654,,69
4297,339886,68249,,2471
363,554473,83708,,2326
2295,748326,11565,154,4005
3969,851132,40171,208,7495
7315,806464,31377,328,
8383,822435,64720,,5712
8220,49726,14498,780,2203
4485,260259,5891,,6623
5141,756389,917,741,1700
1617,235128,18906,429,6480
288,605740,74881,115,9017
3605,466834,59783,53,2153
3601,991948,4556,56,2517
8683,421359,50326,187,3602
9103,575027,28149,178,
7681,105713,79775,126,366
2044,238025,57568,18,276
1697,938463,4077,224,1776
10219,278420,34021,394,3794
8105,506423,87936,347,7210
3005,921681,49122,,4563
7501,807353,41407,308,5786
9061,266029,9613,,95
3754,35774,91769,105,7991
1660,161099,30177,80,6091
2692,489806,38568,68,8429
2665,238746,26338,202,6819
1810,664888,36927,572,8454
8518,833771,95048,135,5212
6027,180221,59603,277,4272
9892,346756,15079,149,9579
999,74503,81953,610,6124
877,227687,71941,,3218
8591,881385,11405,72,2862
8751,49400,47737,501,4165
7886,432141,48173,239,70
3980,195878,11007,238,4845
7111,288207,48348,310,1339
9812,757472,1591,55,2256
134,178281,4787,119,3256
2901,839420,,239,7671
1103,365229,42577,,378
169,803820,86402,143,6194
358,911907,12104,170,9853
9943,86105,26415,311,402
6981,517387,54774,78,1554
10193,551453,65195,72,4723
8823,285331,40159,366,2200
9146,519545,68729,,1291
1349,983047,7999,218,441
1565,502834,38774,575,5046
881,739015,6758,527,9027
2406,406527,90831,58,5462
7072,874562,58942,274,9204
2858,45593,83604,368,6664
2853,362724,22778,390,1718
1505,836094,87252,,9282
9204,556082,70798,397,432
2488,609113,3565,351,8292
1628,626624,11302,232,1153
2103,776451,49864,575,9449
10129,583211,32036,302,
10274,492267,24377,203,7411
5148,357292,63076,357,679
9715,634026,70154,325,1696
236,240566,40060,322,3659
9028,909900,65572,246,4479
1839,866443,53584,331,8398
7573,36111,39981,420,2069
6914,427767,60588,325,3609
5049,981594,44465,207,4908
8162,888184,18917,37,4659
1508,801108,408,600,1459
8346,550742,34687,478,
9035,863620,88202,290,7117
4537,212846,37438,432,8547
9527,535199,263,,4648
5636,201361,48551,360,8538
5739,867741,35568,206,
5043,941953,31835,445,8718
4985,619635,18124,134,3776
1781,97541,84925,191,3381
8903,663587,13561,209,1956
9188,392637,27066,33,9036
3180,861837,37997,,6251
167,468385,71231,364,9994
6786,463330,33106,150,5368
10272,303846,65215,277,5624
5319,223988,29007,379,7560
684,245946,72135,340,
9847,841222,3077,659,9771
9388,624814,66541,179,2387
1114,777723,52194,236,7068
7098,607805,54565,217,9320
1037,161172,98053,306,1948
9629,111023,74220,295,2386
5747,421301,68694,560,2790
2715,483984,44356,318,8837
2000,120763,57510,191,5031
5810,835431,28365,200,8918
4200,725198,30934,134,7411
2704,352063,12812,329,7704
8905,283638,32673,285,6510
8321,576490,7422,356,1369
2896,829747,45238,83,2392
6620,238687,10979,283,3858
4437,626807,73359,297,6079
3243,92474,73497,349,2160
8543,307424,23978,225,
7192,783473,72395,585,181
3161,200301,58604,437,4819
3323,549389,21066,151,3407
6874,84628,2812,481,8599
3414,93813,96327,205,5513
8822,365012,76823,683,2625
8885,418135,23920,328,2285
856,730641,79727,87,9942
8153,950730,13280,193,
9046,47875,82561,295,3794
7067,243101,8891,165,6288
3421,499485,51988,320,3952
1919,237776,28307,273,3423
281,791790,13961,295,77
6060,688954,38151,392,
869,986644,27606,291,9532
3939,10118,45602,,1872
8721,469463,69482,443,1913
2341,115095,93476,103,
8745,224285,15948,129,8584
8173,79290,84924,18,6543
7465,49245,50060,,3674
8761,899350,11121,615,3859
8064,737353,20350,,8118
7930,33959,29278,325,7209
2110,435335,82263,190,4918
5371,236003,34722,438,6392
7226,793637,61163,263,6133
4428,968640,1683,308,8161
128,261773,80405,260,2688
1392,666213,10390,457,3041
1931,835973,91189,430,3534
2963,526980,99807,327,5189
4326,481450,4067,456,8372
5041,684891,75276,247,429
8028,637513,58384,373,3539
7028,658358,23817,292,2317
8863,633459,18314,325,1396
8341,200737,19161,49,5829
784,105914,33352,305,2698
1427,597561,13126,494,315
3273,78020,17634,267,9509
6013,861850,20342,536,2355
8912,171731,30645,,7792
3194,84016,5913,83,
7706,554655,81378,141,9484
5243,591178,11826,158,5146
1269,849120,44407,173,3476
3781,548456,24906,464,4630
3253,663476,37398,270,5910
4875,547182,10397,844,5770
7359,478095,80395,96,8528
8175,502092,14607,198,
916,365275,21751,452,9898
6661,701771,46611,101,5402
2983,569393,49526,261,5890
10236,379681,18060,656,3098
8466,200604,57400,102,568
5527,472582,66461,490,2348
1313,259884,90315,89,8531
4568,633561,86604,508,335
2059,2102,24766,81,9651
2753,850744,24846,303,6323
5715,849699,88726,,4253
9117,884666,9734,204,6757
3823,596907,53943,256,471
4446,381076,57090,119,3627
6643,339001,68096,345,2637
2761,962853,90517,66,6880
7420,353915,23502,121,6000
7219,941395,2776,325,2632
7989,630571,46653,400,
4190,881707,86449,168,5832
1380,907908,99461,291,6452
4934,490380,21665,160,7344
1816,616804,13080,255,
2437,742833,80643,611,5931
8502,973595,91621,55,7436
24,861226,69755,441,2531
5486,285698,92335,155,9082
844,708266,13833,271,2274
3819,848106,62358,,6587
10489,755458,80259,94,1952
3928,179622,54632,52,7034
6834,894576,21329,363,6457
6812,898088,34488,193,2703
1409,863064,17190,654,9623
4244,194857,51519,240,9420
8037,997242,13743,371,1155
5779,317100,69322,70,9403
6532,227676,99942,403,1071
4540,555158,28271,401,2067
6761,354821,75502,0,
4605,276153,14972,305,7037
1963,157008,23687,165,620
1959,860865,16007,297,8949
10216,7902,35467,242,5330
9684,936549,41156,384,6941
836,527252,52040,,5633
4423,92035,97254,365,8410
788,376221,86633,407,7401
10004,883120,30962,171,5078
7087,177966,23735,413,
2635,182217,3186,81,6506
9607,373336,7084,487,9809
6204,948419,22479,,5593
3686,399066,41614,166,9520
6733,387579,42320,254,249
8561,5087,2953,327,9262
2711,78848,3104,295,8563
525,866765,74537,325,4553
7152,512072,29052,162,35
6098,872865,22722,269,
3706,800118,45691,296,8133
7502,840051,38519,579,4664
8325,667090,57982,431,2200
3190,270924,98888,,3453
9731,956023,25789,487,3524
4257,442161,4419,,2698
7803,422750,54795,19,4816
47,353158,87183,,3434
6835,155987,54131,100,4654
2284,867087,15463,94,3738
9075,235928,49236,233,6950
1655,463263,57558,326,9447
3901,450118,53858,26,7417
9909,106690,51437,338,1015
9770,746215,12687,205,6308
1214,716989,89067,381,6662
435,900618,92596,84,8504
9081,50112,89435,220,9266
2664,688178,38089,18,3210
7809,477611,27748,116,1910
10145,31727,85244,54,4721
2203,408487,77869,287,
6519,767784,1101,397,
1033,883,92826,248,5296
7751,257666,37261,468,1543
8010,602366,77535,276,6348
505,82783,52479,426,3893
10343,28292,5114,152,3752
1434,729729,60157,119,3798
2585,239703,70142,106,4661
34,539133,45772,216,5391
8777,168284,21212,91,5733
3496,183486,14137,379,7041
1156,941013,10825,34,7588
619,169385,30866,349,5282
5101,157022,19643,229,5938
3238,945533,4202,236,31
7882,738999,16933,268,9443
4656,570015,25123,129,8783
4593,679157,19690,341,4635
183,267869,18558,310,429
9100,669610,2241,87,4905
4953,844903,55569,334,2095
1151,477463,74304,562,7298
9056,504813,97158,397,285
5770,184793,31582,,7830
18,814359,52119,202,1999
1351,617748,19090,102,2263
5684,650306,62719,31,3580
3944,740412,14254,308,766
7357,749922,41079,559,7734
3285,695535,56607,195,3661
4760,187310,30975,182,7211
1265,388969,1299,206,362
1939,273370,16633,,1569
7545,554628,81796,225,4734
4308,562677,27912,123,4156
432,399879,13,364,5805
4065,916781,72663,473,894
842,571460,37306,372,3706
8066,70903,6046,328,6120
1668,210738,27246,215,5080
4491,428095,17096,242,2898
8352,656421,99033,168,8041
4583,357037,36030,242,8083
6120,517434,13763,381,8322
5392,119978,46109,245,5660
692,742628,86338,370,9163
9531,386412,71960,540,
4787,36083,95733,285,755
2382,242082,71346,39,2173
10390,827724,26159,114,211
6670,165781,69836,554,3491
1566,108890,71327,244,3211
5500,525901,5946,169,3330
9184,915842,20949,91,4107
4146,163812,59245,198,6158
2404,476132,44490,437,428
2626,868192,24720,554,235
8276,384516,48795,,2344
588,45956,77051,93,1066
8423,577897,51885,173,4844
496,599912,87026,40,7062
9936,453611,13588,371,9801
8012,714605,48498,78,5481
4142,850360,50217,271,4190
7378,829332,16363,205,6055
5241,651843,13443,285,2647
5175,566504,36393,156,6093
4293,934864,31670,218,7061
3278,757659,83264,578,937
3438,180351,6358,151,9422
7634,898647,80696,100,1531
9222,475324,42165,,6519
9058,451855,25372,244,9845
726,79674,59616,294,4214
8896,741863,51397,404,6523
9762,387582,98636,222,8969
2724,603905,21138,643,1885
4695,292036,60375,,6372
4824,790634,4544,102,2657
93,286630,97270,195,9527
5292,959048,58901,393,7982
1645,122396,77381,169,8357
7903,18155,66462,,9444
8911,277290,80025,180,1100
6002,666431,12242,398,3892
3522,551478,92440,378,6758
5359,537474,21058,159,8829
342,937447,95553,353,8052
3783,625483,92187,,9202
5951,483163,82314,167,2067
5705,92288,55187,392,1805
9301,891935,21360,102,801
7550,985875,64830,222,1819
4230,295147,46509,119,7675
2263,93922,17309,,3269
3281,966822,3312,70,9527
7059,486707,,174,9934
3152,659587,93663,189,8186
7598,481320,9383,,7765
1582,787999,72162,175,631
2523,142818,73881,,7669
7178,445609,43895,144,8007
6529,506381,53575,,4671
8109,83741,52126,99,2087
403,215729,,290,1900
3418,523884,64995,,4056
3457,986314,50645,,4159
2182,35174,55281,410,9868
2362,304458,81080,487,1278
1405,976915,52938,304,8495
1586,564352,26185,140,826
4473,216504,43136,427,5410
2347,858858,89932,388,
6806,244933,68443,224,7453
10377,195506,51311,213,8247
2919,294726,20860,485,1892
7126,77953,58693,392,9740
6570,720081,40421,344,1538
4302,683663,32949,524,7697
7988,99876,86143,386,6385
1306,481903,81861,129,1820
10393,780911,56161,38,4281
4990,756455,78627,390,8608
1217,162599,80413,378,78
5459,178273,55462,44,1463
6881,630327,63020,132,9518
2824,915758,46277,282,664
8267,50344,84584,149,1995
5507,622531,74403,142,6267
5493,426759,33644,330,3890
991,512932,77117,737,2567
6217,156670,65732,116,8520
2223,103278,90307,,3661
1229,514246,68557,,5388
1023,675067,89547,473,5541
5894,460286,63896,449,
4011,431322,80542,394,5980
3509,916022,29874,458,4108
10286,952219,28951,249,
9197,334994,80162,154,8040
7473,441448,27325,291,4316
6266,323606,79492,313,6225
9944,967112,8489,274,1732
9840,621196,91928,405,9876
1716,975684,20274,,8694
840,859570,18268,444,4226
8953,28240,83360,116,3750
5887,9650,96888,172,3814
2082,893640,89186,245,6164
7144,10100,39182,,1049
5741,551673,78071,160,6147
3219,607771,7715,,7126
8402,923946,21474,495,2630
1924,127958,46914,,9973
9692,134261,27454,383,4505
3580,468540,21874,389,6363
4697,114653,88396,,8318
4928,924063,51661,185,
9971,255905,40540,354,3632
1315,620314,7269,447,1730
9235,569908,,416,8896
3963,747380,11084,365,4092
6375,344915,97761,461,5885
9704,433630,91419,144,7648
6994,835624,33655,83,1263
1366,394319,66124,267,8731
6681,542552,36153,237,7653
7668,54865,50998,177,4484
5143,715611,31858,427,2923
6755,340871,23618,505,3131
6117,741348,75730,229,721
4791,90102,,427,4700
8650,94086,23203,358,3139
680,240935,8663,103,3359
9703,543182,62352,143,7626
6486,399926,93181,,1250
4900,990484,85800,145,8400
9454,402065,82339,171,1434
1942,231338,84192,320,3669
8924,981415,22999,509,6958
10474,972405,78872,211,6718
6458,961992,31080,27,7155
7949,365616,21049,733,7414
716,7876,34414,325,1523
3153,687476,34704,502,7856
647,213126,71627,206,9188
6548,591307,9120,9,1397
4334,378192,82727,263,9398
1769,525793,77088,143,1872
117,517847,1052,148,5954
6647,924454,65573,87,
196,477852,94057,282,1034
1548,853577,40580,,6663
9334,560575,52800,466,2290
5259,854364,82518,483,9778
6709,872349,90176,260,3034
566,737803,63635,346,
7797,288678,44263,494,8647
6645,278408,61491,,2279
339,319662,91400,182,1293
10514,77407,53860,,8287
3321,863996,47092,,4690
10149,996511,37144,105,6073
4339,72548,1074,40,2045
5883,193937,,251,278
3832,261489,97651,590,3059
572,323578,42607,316,7265
8775,666615,50341,358,6767
1125,827027,32027,183,3859
4131,946920,45587,200,3511
3840,302465,89806,285,8969
7696,851044,95377,296,3964
2255,633124,50545,,7980
5367,914502,21249,272,3313
3689,298434,16209,191,4810
8829,939734,41745,,7253
3063,803758,33573,,7866
1547,889727,41143,448,9475
9025,738454,15238,79,5444
4271,605270,44502,313,1598
4183,411142,34696,304,1634
4160,737686,89759,198,3338
7678,601130,81465,556,240
1397,123704,52904,,9430
5730,333055,21534,259,6600
10425,719424,48243,458,6433
6624,91981,99069,371,8184
8457,247663,32850,,7318
4864,330010,9724,400,1995
6274,978684,37654,387,3617
