,t_id,pais,idioma
2265,6615,Iran,English
2266,8764,Iran,English
2267,7297,Japan,English
2268,600,Uganda,English
2269,5249,Sudan,English
2270,7092,Japan,English
2271,2489,Nigeria,English
2272,3412,Algeria,English
2273,8704,Tanzania,English
2274,4983,Turkey,English
2275,4543,Colombia,English
2276,4055,Myanmar,English
2277,2377,Tanzania,English
2278,5699,Myanmar,English
2279,2248,United Kingdom,English
2280,10167,South Africa,English
2281,1669,Ethiopia,English
2282,192,United States,English
2283,57,Iran,English
2284,9424,United States,English
2285,4060,Spain,English
2286,7947,Thailand,English
2287,1082,Thailand,English
2288,9228,Ethiopia,English
2289,1616,South Korea,English
2290,8023,Tanzania,English
2291,9753,United Kingdom,English
2292,5880,South Korea,English
2293,1344,Ethiopia,English
2294,10515,Mexico,English
2295,7979,Iran,English
2296,7921,Ukraine,English
2297,8186,Tanzania,English
2298,640,South Africa,English
2299,5050,Ethiopia,English
2300,3645,Russia,English
2301,6726,Indonesia,English
2302,5326,Brazil,English
2303,719,Japan,English
2304,611,Tanzania,English
2305,8849,India,English
2306,223,Russia,English
2307,5044,United Kingdom,English
2308,9662,Myanmar,English
2309,7407,Iran,English
2310,6005,Turkey,English
2311,401,Vietnam,English
2312,9033,Uganda,English
2313,5663,Ethiopia,English
2314,2427,Thailand,English
2315,5056,South Korea,English
2316,4218,France,English
2317,1887,South Africa,English
2318,6215,South Korea,English
2319,2779,United States,English
2320,8592,Philippines,English
2321,4452,Colombia,English
2322,9480,Sudan,English
2323,8760,Nigeria,English
2324,385,Vietnam,English
2325,8155,Mexico,English
2326,9345,Argentina,English
2327,1560,Mexico,English
2328,2192,Philippines,English
2329,7586,Kenya,English
2330,231,Iran,English
2331,7026,United States,English
2332,8664,Turkey,English
2333,7912,Sudan,English
2334,7578,Egypt,English
2335,5657,India,English
2336,4396,Uganda,English
2337,1615,Tanzania,English
2338,10147,South Korea,English
2339,3154,Tanzania,English
2340,9001,Italy,English
2341,5311,India,English
2342,8089,Vietnam,English
2343,9644,Iran,English
2344,8431,Nigeria,English
2345,3516,Spain,English
2346,9354,China,English
2347,8791,United Kingdom,English
2348,1150,Vietnam,English
2349,3094,Colombia,English
2350,3926,Argentina,English
2351,477,United Kingdom,English
2352,4858,Mexico,English
2353,8371,Thailand,English
2354,4381,Bangladesh,English
2355,4528,Russia,English
2356,6065,India,English
2357,5767,Argentina,English
2358,9233,Philippines,English
2359,8551,India,English
2360,10126,Colombia,English
2361,8469,Nigeria,English
2362,9775,Indonesia,English
2363,6275,Bangladesh,English
2364,7452,Ethiopia,English
2365,9761,Colombia,English
2366,3986,Thailand,English
2367,7945,India,English
2368,6063,DR Congo,English
2369,8068,Thailand,English
2370,8104,Spain,English
2371,1690,Thailand,English
2372,8986,Colombia,English
2373,8468,Indonesia,English
2374,4569,Colombia,English
2375,4237,Ukraine,English
2376,3353,Philippines,English
2377,2308,India,English
2378,8628,China,English
2379,9859,Uganda,English
2380,10065,Germany,English
2381,8169,India,English
2382,2658,Mexico,English
2383,5025,Thailand,English
2384,4380,Spain,English
2385,3618,Kenya,English
2386,7954,Iran,English
2387,5273,Myanmar,English
2388,9031,Nigeria,English
2389,882,Italy,English
2390,6803,Argentina,English
2391,9657,Uganda,English
2392,6522,China,English
2393,1952,South Africa,English
2394,9947,South Korea,English
2395,3606,Egypt,English
2396,10296,Vietnam,English
2397,10109,United States,English
2398,2108,Germany,English
2399,8987,Thailand,English
2400,6842,Sudan,English
2401,9471,Mexico,English
2402,1551,Ukraine,English
2403,4606,Ethiopia,English
2404,197,Mexico,English
2405,7382,Brazil,English
2406,6749,Pakistan,English
2407,3987,Pakistan,English
2408,348,Kenya,English
2409,3143,Ukraine,English
2410,379,Russia,English
2411,3254,Germany,English
2412,8720,China,English
2413,1732,Japan,English
2414,9934,France,English
2415,1116,Germany,English
2416,6343,Colombia,English
2417,7565,Sudan,English
2418,10307,Brazil,English
2419,1611,Uganda,English
2420,3681,Thailand,English
2421,4586,Myanmar,English
2422,4524,Algeria,English
2423,5819,Vietnam,English
2424,9643,Algeria,English
2425,233,South Korea,English
2426,5776,Colombia,English
2427,5920,Uganda,English
2428,1140,DR Congo,English
2429,8044,Ukraine,English
2430,455,Thailand,English
2431,637,Brazil,English
2432,4426,United States,English
2433,5331,Iran,English
2434,9313,Mexico,English
2435,6270,Thailand,English
2436,9073,Japan,English
2437,4536,Sudan,English
2438,9869,Egypt,English
2439,1094,Iran,English
2440,2581,Ethiopia,English
2441,918,Japan,English
2442,1915,Ukraine,English
2443,7096,Uganda,English
2444,2426,Philippines,English
2445,130,France,English
2446,5710,Argentina,English
2447,7867,Italy,English
2448,3041,Bangladesh,English
2449,2831,Russia,English
2450,7580,Algeria,English
2451,8400,Russia,English
2452,10166,Philippines,English
2453,2077,Egypt,English
2454,5332,Mexico,English
2455,7735,Bangladesh,English
2456,2311,China,English
2457,9077,South Korea,English
2458,1176,Pakistan,English
2459,2744,Pakistan,English
2460,5732,Ukraine,English
2461,487,Indonesia,English
2462,10088,Italy,English
2463,9908,United Kingdom,English
2464,3637,Sudan,English
2465,4441,Nigeria,English
2466,3211,South Africa,English
2467,1179,Brazil,English
2468,7515,India,English
2469,5855,Philippines,English
2470,3246,United Kingdom,English
2471,375,Russia,English
2472,7852,Pakistan,English
2473,9194,Pakistan,English
2474,3574,Turkey,English
2475,8753,Uganda,English
2476,5985,DR Congo,English
2477,4813,Japan,English
2478,9181,Thailand,English
2479,512,Russia,English
2480,3863,Kenya,English
2481,6377,Philippines,English
2482,3150,United States,English
2483,2106,United States,English
2484,2758,Japan,English
2485,7542,India,English
2486,4228,Spain,English
2487,362,Spain,English
2488,2557,Germany,English
2489,4316,Russia,English
2490,8274,United Kingdom,English
2491,6906,United States,English
2492,2880,Mexico,English
2493,10492,Ethiopia,English
2494,517,South Korea,English
2495,4291,Germany,English
2496,2942,Brazil,English
2497,5475,DR Congo,English
2498,1431,Japan,English
2499,2259,Japan,English
2500,4091,Kenya,English
2501,1278,Nigeria,English
2502,1631,Ukraine,English
2503,4539,Mexico,English
2504,3652,Tanzania,English
2505,1107,Turkey,English
2506,5483,Turkey,English
2507,8973,Brazil,English
2508,10469,China,English
2509,2869,Bangladesh,English
2510,9392,Indonesia,English
2511,613,Spain,English
2512,2674,Myanmar,English
2513,6793,United States,English
2514,5286,Nigeria,English
2515,4385,Nigeria,English
2516,4324,Ethiopia,English
2517,3704,Thailand,English
2518,7380,Sudan,English
2519,1299,Egypt,English
2520,5138,United States,English
2521,9777,India,English
2522,633,Pakistan,English
2523,7488,Argentina,English
2524,7791,United States,English
2525,4015,Myanmar,English
2526,7990,Egypt,English
2527,3743,Egypt,English
2528,3977,United States,English
2529,10341,France,English
2530,7249,Turkey,English
2531,1010,Mexico,English
2532,443,Germany,English
2533,9979,Turkey,English
2534,5127,Egypt,English
2535,3354,Sudan,English
2536,8455,Nigeria,English
2537,9139,Spain,English
2538,4815,Kenya,English
2539,4879,Tanzania,English
2540,5067,China,English
2541,4961,Algeria,English
2542,1051,Iran,English
2543,8182,Thailand,English
2544,10323,United Kingdom,English
2545,7022,Ukraine,English
2546,3971,Thailand,English
2547,1714,Mexico,English
2548,9857,Sudan,English
2549,10138,Kenya,English
2550,4344,Philippines,English
2551,5219,Pakistan,English
2552,1711,Algeria,English
2553,7032,Philippines,English
2554,5554,Indonesia,English
2555,4349,United States,English
2556,4024,Spain,English
2557,6778,Colombia,English
2558,9309,Uganda,English
2559,323,Russia,English
2560,2278,Tanzania,English
2561,706,Indonesia,English
2562,951,South Africa,English
2563,6912,Sudan,English
2564,1729,Tanzania,English
2565,4937,Italy,English
2566,2780,China,English
2567,6795,Algeria,English
2568,1050,Ukraine,English
2569,2533,Brazil,English
2570,603,Philippines,English
2571,3782,Philippines,English
2572,3444,Sudan,English
2573,2252,France,English
2574,717,South Korea,English
2575,7768,Egypt,English
2576,8055,Turkey,English
2577,10271,Thailand,English
2578,1087,Colombia,English
2579,9867,China,English
2580,1071,Colombia,English
2581,8007,Turkey,English
2582,1805,Italy,English
2583,4264,Italy,English
2584,8915,Philippines,English
2585,10496,Bangladesh,English
2586,5631,Egypt,English
2587,3114,DR Congo,English
2588,8372,Bangladesh,English
2589,2653,Russia,English
2590,5358,Kenya,English
2591,9254,Bangladesh,English
2592,2882,Vietnam,English
2593,6032,Argentina,English
2594,9587,Japan,English
2595,1238,South Korea,English
2596,5600,Iran,English
2597,5987,South Korea,English
2598,1927,Sudan,English
2599,3093,Uganda,English
2600,9057,South Africa,English
2601,8739,Egypt,English
2602,4166,Colombia,English
2603,2954,South Africa,English
2604,5576,United States,English
2605,815,Tanzania,English
2606,4848,Italy,English
2607,6264,Egypt,English
2608,1216,France,English
2609,6359,Ethiopia,English
2610,8125,United Kingdom,English
2611,3268,Indonesia,English
2612,1701,Nigeria,English
2613,1285,Kenya,English
2614,10283,Italy,English
2615,5630,DR Congo,English
2616,4297,Vietnam,English
2617,363,Spain,English
2618,2295,Mexico,English
2619,3969,Nigeria,English
2620,7315,United Kingdom,English
2621,8383,Sudan,English
2622,8220,Philippines,English
2623,4485,Sudan,English
2624,5141,Philippines,English
2625,1617,Turkey,English
2626,288,Turkey,English
2627,3605,Russia,English
2628,3601,Myanmar,English
2629,8683,Egypt,English
2630,9103,Bangladesh,English
2631,7681,Indonesia,English
2632,2044,Pakistan,English
2633,1697,China,English
2634,10219,Colombia,English
2635,8105,United Kingdom,English
2636,3005,Egypt,English
2637,7501,Ukraine,English
2638,9061,Pakistan,English
2639,3754,Iran,English
2640,1660,India,English
2641,2692,France,English
2642,2665,Kenya,English
2643,1810,Spain,English
2644,8518,Argentina,English
2645,6027,India,English
2646,9892,Ukraine,English
2647,999,Russia,English
2648,877,Italy,English
2649,8591,Kenya,English
2650,8751,DR Congo,English
2651,7886,Nigeria,English
2652,3980,France,English
2653,7111,Mexico,English
2654,9812,Bangladesh,English
2655,134,Egypt,English
2656,2901,DR Congo,English
2657,1103,Bangladesh,English
2658,169,Germany,English
2659,358,DR Congo,English
2660,9943,Colombia,English
2661,6981,Mexico,English
2662,10193,Indonesia,English
2663,8823,Tanzania,English
2664,9146,Kenya,English
2665,1349,Brazil,English
2666,1565,Bangladesh,English
2667,881,Germany,English
2668,2406,Brazil,English
2669,7072,Iran,English
2670,2858,Uganda,English
2671,2853,Myanmar,English
2672,1505,Tanzania,English
2673,9204,Philippines,English
2674,2488,Ethiopia,English
2675,1628,Argentina,English
2676,2103,Thailand,English
2677,10129,Myanmar,English
2678,10274,Nigeria,English
2679,5148,Italy,English
2680,9715,China,English
2681,236,Ukraine,English
2682,9028,Mexico,English
2683,1839,Iran,English
2684,7573,Germany,English
2685,6914,South Africa,English
2686,5049,Myanmar,English
2687,8162,Sudan,English
2688,1508,Argentina,English
2689,8346,Thailand,English
2690,9035,Sudan,English
2691,4537,Italy,English
2692,9527,Turkey,English
2693,5636,South Africa,English
2694,5739,Germany,English
2695,5043,India,English
2696,4985,Iran,English
2697,1781,Bangladesh,English
2698,8903,Ukraine,English
2699,9188,Thailand,English
2700,3180,Russia,English
2701,167,Germany,English
2702,6786,Egypt,English
2703,10272,Argentina,English
2704,5319,Colombia,English
2705,684,Mexico,English
2706,9847,Colombia,English
2707,9388,Italy,English
2708,1114,Pakistan,English
2709,7098,South Korea,English
2710,1037,South Korea,English
2711,9629,Thailand,English
2712,5747,Tanzania,English
2713,2715,Algeria,English
2714,2000,South Korea,English
2715,5810,Germany,English
2716,4200,Mexico,English
2717,2704,Spain,English
2718,8905,Russia,English
2719,8321,Italy,English
2720,2896,France,English
2721,6620,Indonesia,English
2722,4437,Pakistan,English
2723,3243,South Africa,English
2724,8543,Kenya,English
2725,7192,India,English
2726,3161,DR Congo,English
2727,3323,Turkey,English
2728,6874,Philippines,English
2729,3414,South Korea,English
2730,8822,Indonesia,English
2731,8885,Germany,English
2732,856,Brazil,English
2733,8153,Indonesia,English
2734,9046,United States,English
2735,7067,Brazil,English
2736,3421,Pakistan,English
2737,1919,China,English
2738,281,Mexico,English
2739,6060,Italy,English
2740,869,Brazil,English
2741,3939,Nigeria,English
2742,8721,Uganda,English
2743,2341,DR Congo,English
2744,8745,Colombia,English
2745,8173,Algeria,English
2746,7465,Vietnam,English
2747,8761,Brazil,English
2748,8064,Sudan,English
2749,7930,Spain,English
2750,2110,Myanmar,English
2751,5371,Argentina,English
2752,7226,Mexico,English
2753,4428,Japan,English
2754,128,Pakistan,English
2755,1392,Kenya,English
2756,1931,Spain,English
2757,2963,Vietnam,English
2758,4326,Myanmar,English
2759,5041,United States,English
2760,8028,Mexico,English
2761,7028,France,English
2762,8863,Vietnam,English
2763,8341,Ethiopia,English
2764,784,Iran,English
2765,1427,Bangladesh,English
2766,3273,Germany,English
2767,6013,France,English
2768,8912,South Africa,English
2769,3194,Argentina,English
2770,7706,Bangladesh,English
2771,5243,Brazil,English
2772,1269,Indonesia,English
2773,3781,United Kingdom,English
2774,3253,DR Congo,English
2775,4875,Argentina,English
2776,7359,Brazil,English
2777,8175,Brazil,English
2778,916,United Kingdom,English
2779,6661,India,English
2780,2983,Italy,English
2781,10236,Russia,English
2782,8466,Pakistan,English
2783,5527,United Kingdom,English
2784,1313,Sudan,English
2785,4568,United Kingdom,English
2786,2059,Pakistan,English
2787,2753,Iran,English
2788,5715,Ukraine,English
2789,9117,Ethiopia,English
2790,3823,Algeria,English
2791,4446,Vietnam,English
2792,6643,Algeria,English
2793,2761,Tanzania,English
2794,7420,Ethiopia,English
2795,7219,Colombia,English
2796,7989,Philippines,English
2797,4190,Kenya,English
2798,1380,South Korea,English
2799,4934,DR Congo,English
2800,1816,Turkey,English
2801,2437,Ethiopia,English
2802,8502,United States,English
2803,24,Russia,English
2804,5486,United Kingdom,English
2805,844,France,English
2806,3819,Mexico,English
2807,10489,Algeria,English
2808,3928,Ukraine,English
2809,6834,Russia,English
2810,6812,Turkey,English
2811,1409,South Korea,English
2812,4244,Italy,English
2813,8037,United Kingdom,English
2814,5779,Uganda,English
2815,6532,Japan,English
2816,4540,South Korea,English
2817,6761,Argentina,English
2818,4605,Vietnam,English
2819,1963,United Kingdom,English
2820,1959,Mexico,English
2821,10216,Spain,English
2822,9684,Bangladesh,English
2823,836,Brazil,English
2824,4423,South Korea,English
2825,788,Ukraine,English
2826,10004,Mexico,English
2827,7087,Pakistan,English
2828,2635,Sudan,English
2829,9607,France,English
2830,6204,Spain,English
2831,3686,Algeria,English
2832,6733,Pakistan,English
2833,8561,Mexico,English
2834,2711,Thailand,English
2835,525,Tanzania,English
2836,7152,Sudan,English
2837,6098,Russia,English
2838,3706,Ethiopia,English
2839,7502,Colombia,English
2840,8325,Vietnam,English
2841,3190,Myanmar,English
2842,9731,South Africa,English
2843,4257,Myanmar,English
2844,7803,China,English
2845,47,Uganda,English
2846,6835,China,English
2847,2284,Philippines,English
2848,9075,Philippines,English
2849,1655,Turkey,English
2850,3901,Spain,English
2851,9909,South Africa,English
2852,9770,Myanmar,English
2853,1214,United States,English
2854,435,South Africa,English
2855,9081,Myanmar,English
2856,2664,DR Congo,English
2857,7809,Italy,English
2858,10145,Myanmar,English
2859,2203,India,English
2860,6519,Myanmar,English
2861,1033,Algeria,English
2862,7751,Thailand,English
2863,8010,Iran,English
2864,505,Egypt,English
2865,10343,Nigeria,English
2866,1434,Japan,English
2867,2585,China,English
2868,34,Ethiopia,English
2869,8777,Colombia,English
2870,3496,Turkey,English
2871,1156,Argentina,English
2872,619,Brazil,English
2873,5101,Myanmar,English
2874,3238,Russia,English
2875,7882,Germany,English
2876,4656,United Kingdom,English
2877,4593,Pakistan,English
2878,183,Philippines,English
2879,9100,Russia,English
2880,4953,Indonesia,English
2881,1151,Thailand,English
2882,9056,Myanmar,English
2883,5770,Vietnam,English
2884,18,Colombia,English
2885,1351,Nigeria,English
2886,5684,Turkey,English
2887,3944,Algeria,English
2888,7357,Japan,English
2889,3285,Thailand,English
2890,4760,Pakistan,English
2891,1265,Bangladesh,English
2892,1939,Brazil,English
2893,7545,Kenya,English
2894,4308,United States,English
2895,432,Germany,English
2896,4065,Tanzania,English
2897,842,Tanzania,English
2898,8066,Algeria,English
2899,1668,India,English
2900,4491,Brazil,English
2901,8352,Japan,English
2902,4583,Iran,English
2903,6120,Spain,English
2904,5392,South Africa,English
2905,692,Tanzania,English
2906,9531,Brazil,English
2907,4787,Brazil,English
2908,2382,South Africa,English
2909,10390,Colombia,English
2910,6670,Italy,English
2911,1566,Tanzania,English
2912,5500,Japan,English
2913,9184,Algeria,English
2914,4146,Algeria,English
2915,2404,Italy,English
2916,2626,Iran,English
2917,8276,Japan,English
2918,588,Thailand,English
2919,8423,Algeria,English
2920,496,Uganda,English
2921,9936,DR Congo,English
2922,8012,United Kingdom,English
2923,4142,Spain,English
2924,7378,Myanmar,English
2925,5241,Japan,English
2926,5175,Algeria,English
2927,4293,Mexico,English
2928,3278,Bangladesh,English
2929,3438,Nigeria,English
2930,7634,Brazil,English
2931,9222,France,English
2932,9058,DR Congo,English
2933,726,Spain,English
2934,8896,Myanmar,English
2935,9762,France,English
2936,2724,Sudan,English
2937,4695,United States,English
2938,4824,Ethiopia,English
2939,93,India,English
2940,5292,Egypt,English
2941,1645,Sudan,English
2942,7903,United States,English
2943,8911,South Korea,English
2944,6002,United Kingdom,English
2945,3522,Colombia,English
2946,5359,South Korea,English
2947,342,Argentina,English
2948,3783,United States,English
2949,5951,Turkey,English
2950,5705,Argentina,English
2951,9301,Egypt,English
2952,7550,DR Congo,English
2953,4230,Russia,English
2954,2263,Tanzania,English
2955,3281,DR Congo,English
2956,7059,DR Congo,English
2957,3152,Colombia,English
2958,7598,Turkey,English
2959,1582,Turkey,English
2960,2523,South Korea,English
2961,7178,Myanmar,English
2962,6529,Turkey,English
2963,8109,Italy,English
2964,403,United States,English
2965,3418,Egypt,English
2966,3457,South Africa,English
2967,2182,Kenya,English
2968,2362,Argentina,English
2969,1405,Russia,English
2970,1586,Indonesia,English
2971,4473,China,English
2972,2347,Bangladesh,English
2973,6806,United States,English
2974,10377,Egypt,English
2975,2919,China,English
2976,7126,Iran,English
2977,6570,Iran,English
2978,4302,United States,English
2979,7988,Philippines,English
2980,1306,France,English
2981,10393,Ukraine,English
2982,4990,Nigeria,English
2983,1217,Bangladesh,English
2984,5459,Mexico,English
2985,6881,Italy,English
2986,2824,Uganda,English
2987,8267,India,English
2988,5507,Ukraine,English
2989,5493,Indonesia,English
2990,991,Algeria,English
2991,6217,United Kingdom,English
2992,2223,Germany,English
2993,1229,France,English
2994,1023,Mexico,English
2995,5894,United Kingdom,English
2996,4011,Germany,English
2997,3509,Colombia,English
2998,10286,Spain,English
2999,9197,South Africa,English
3000,7473,Turkey,English
3001,6266,Indonesia,English
3002,9944,Sudan,English
3003,9840,Ethiopia,English
3004,1716,Brazil,English
3005,840,Spain,English
3006,8953,Japan,English
3007,5887,Brazil,English
3008,2082,Spain,English
3009,7144,Kenya,English
3010,5741,Pakistan,English
3011,3219,Philippines,English
3012,8402,Myanmar,English
3013,1924,Kenya,English
3014,9692,Nigeria,English
3015,3580,Germany,English
3016,4697,Ukraine,English
3017,4928,Mexico,English
3018,9971,Japan,English
3019,1315,China,English
3020,9235,Pakistan,English
3021,3963,South Africa,English
3022,6375,Brazil,English
3023,9704,United Kingdom,English
3024,6994,Pakistan,English
3025,1366,Brazil,English
3026,6681,Kenya,English
3027,7668,Uganda,English
3028,5143,Russia,English
3029,6755,Thailand,English
3030,6117,Germany,English
3031,4791,France,English
3032,8650,Ukraine,English
3033,680,Philippines,English
3034,9703,Italy,English
3035,6486,France,English
3036,4900,France,English
3037,9454,Indonesia,English
3038,1942,Ethiopia,English
3039,8924,Russia,English
3040,10474,Sudan,English
3041,6458,Japan,English
3042,7949,Pakistan,English
3043,716,Egypt,English
3044,3153,United Kingdom,English
3045,647,Italy,English
3046,6548,United Kingdom,English
3047,4334,Ukraine,English
3048,1769,Brazil,English
3049,117,Kenya,English
3050,6647,Philippines,English
3051,196,Turkey,English
3052,1548,Argentina,English
3053,9334,Colombia,English
3054,5259,Spain,English
3055,6709,Japan,English
3056,566,Algeria,English
3057,7797,United Kingdom,English
3058,6645,Myanmar,English
3059,339,Vietnam,English
3060,10514,Tanzania,English
3061,3321,Bangladesh,English
3062,10149,Colombia,English
3063,4339,Sudan,English
3064,5883,Egypt,English
3065,3832,Algeria,English
3066,572,Sudan,English
3067,8775,Russia,English
3068,1125,Vietnam,English
3069,4131,Russia,English
3070,3840,United States,English
3071,7696,Brazil,English
3072,2255,Germany,English
3073,5367,DR Congo,English
3074,3689,Egypt,English
3075,8829,India,English
3076,3063,Sudan,English
3077,1547,Japan,English
3078,9025,Bangladesh,English
3079,4271,China,English
3080,4183,Algeria,English
3081,4160,Vietnam,English
3082,7678,Myanmar,English
3083,1397,Ukraine,English
3084,5730,Turkey,English
3085,10425,Pakistan,English
3086,6624,DR Congo,English
3087,8457,Colombia,English
3088,4864,Argentina,English
3089,6274,Japan,English
3090,9356,Mexico,English
3091,6902,Russia,English
3092,9743,Thailand,English
3093,3289,South Africa,English
3094,407,Ukraine,English
3095,6765,Kenya,English
3096,6097,Vietnam,English
3097,10057,Japan,English
3098,1853,Argentina,English
3099,950,Tanzania,English
3100,8701,United Kingdom,English
3101,1708,Algeria,English
3102,2051,Pakistan,English
3103,9500,Italy,English
3104,8027,Algeria,English
3105,8545,Myanmar,English
3106,136,France,English
3107,7208,Uganda,English
3108,8799,United States,English
3109,3990,Argentina,English
3110,8748,Philippines,English
3111,10135,United States,English
3112,2008,United States,English
3113,9893,Algeria,English
3114,9113,South Korea,English
3115,7441,United Kingdom,English
3116,7211,South Korea,English
3117,5066,Thailand,English
3118,3639,Ethiopia,English
3119,8191,Colombia,English
3120,6280,Egypt,English
3121,2833,South Korea,English
3122,3478,India,English
3123,5222,France,English
3124,1250,Nigeria,English
3125,6252,United Kingdom,English
3126,855,Uganda,English
3127,9273,Philippines,English
3128,6625,Nigeria,English
3129,5934,Russia,English
3130,6717,South Korea,English
3131,10234,India,English
3132,9206,China,English
3133,10269,Sudan,English
3134,6400,DR Congo,English
3135,1223,Brazil,English
3136,8530,DR Congo,English
3137,7755,Egypt,English
3138,3590,Kenya,English
3139,10187,Indonesia,English
3140,3898,Pakistan,English
3141,2816,Philippines,English
3142,883,Egypt,English
3143,3671,Japan,English
3144,8845,Spain,English
3145,2502,Algeria,English
3146,7153,Uganda,English
3147,3117,Spain,English
3148,3834,Colombia,English
3149,9875,India,English
3150,4109,Pakistan,English
3151,7660,Germany,English
3152,3884,China,English
3153,9884,France,English
3154,4599,Mexico,English
3155,5347,Uganda,English
3156,5048,DR Congo,English
3157,80,France,English
3158,9393,United States,English
3159,4033,India,English
3160,2195,Algeria,English
3161,8942,Germany,English
3162,6919,Vietnam,English
3163,9584,Japan,English
3164,8508,United States,English
3165,63,Argentina,English
3166,2323,Thailand,English
3167,2367,India,English
3168,4259,Japan,English
3169,4972,Ethiopia,English
3170,294,Argentina,English
3171,2657,Kenya,English
3172,9853,Italy,English
3173,8920,United Kingdom,English
3174,6927,United States,English
3175,8260,South Korea,English
3176,686,Indonesia,English
3177,3514,Argentina,English
3178,7848,France,English
3179,8708,Thailand,English
3180,5519,United Kingdom,English
3181,2815,Vietnam,English
3182,9628,Vietnam,English
3183,4062,DR Congo,English
3184,5099,Pakistan,English
3185,2161,Ethiopia,English
3186,7312,South Korea,English
3187,2554,Turkey,English
3188,7605,Japan,English
3189,8051,Spain,English
3190,2542,Indonesia,English
3191,3373,United Kingdom,English
3192,9410,Algeria,English
3193,7360,China,English
3194,2116,Bangladesh,English
3195,2654,Colombia,English
3196,5119,Tanzania,English
3197,355,Argentina,English
3198,1339,Ukraine,English
3199,8378,South Africa,English
3200,5068,Sudan,English
3201,6597,Russia,English
3202,7467,Nigeria,English
3203,5822,South Africa,English
3204,4729,Philippines,English
3205,1588,Tanzania,English
3206,4722,Sudan,English
3207,7838,Argentina,English
3208,531,Colombia,English
3209,4931,France,English
3210,2943,Nigeria,English
3211,3953,Algeria,English
3212,1922,Sudan,English
3213,2485,Mexico,English
3214,3642,Bangladesh,English
3215,6289,United States,English
3216,9734,Japan,English
3217,9664,Argentina,English
3218,9755,Italy,English
3219,2074,South Africa,English
3220,2577,Algeria,English
3221,9383,Myanmar,English
3222,5905,Myanmar,English
3223,8513,United States,English
3224,7229,South Africa,English
3225,4150,Kenya,English
3226,6104,South Korea,English
3227,6657,United States,English
3228,3791,Tanzania,English
3229,10268,Thailand,English
3230,5529,Vietnam,English
3231,8248,Ukraine,English
3232,6788,Argentina,English
3233,3670,Indonesia,English
3234,9667,China,English
3235,6157,Bangladesh,English
3236,6667,Egypt,English
3237,2639,Indonesia,English
3238,1060,Germany,English
3239,5777,Ukraine,English
3240,468,Uganda,English
3241,8360,Iran,English
3242,526,United Kingdom,English
3243,5624,Kenya,English
3244,4971,Pakistan,English
3245,1288,DR Congo,English
3246,2242,Spain,English
3247,5458,Indonesia,English
3248,5256,Mexico,English
3249,10355,Kenya,English
3250,5442,Germany,English
3251,1439,France,English
3252,2528,Ethiopia,English
3253,1331,Pakistan,English
3254,4162,Ethiopia,English
3255,9450,Kenya,English
3256,1913,Nigeria,English
3257,4700,Thailand,English
3258,2676,Brazil,English
3259,5216,DR Congo,English
3260,9802,Germany,English
3261,720,Spain,English
3262,21,Bangladesh,English
3263,6669,Indonesia,English
3264,4551,Algeria,English
3265,9072,Colombia,English
3266,6024,Spain,English
3267,789,Brazil,English
3268,3372,Philippines,English
3269,2363,United Kingdom,English
3270,5807,France,English
3271,8669,Ethiopia,English
3272,2464,South Africa,English
3273,5228,China,English
3274,5774,Tanzania,English
3275,7883,Sudan,English
3276,6207,Algeria,English
3277,7626,Bangladesh,English
3278,1526,Spain,English
3279,5151,United Kingdom,English
3280,5375,Bangladesh,English
3281,9891,United Kingdom,English
3282,9191,Italy,English
3283,9958,Vietnam,English
3284,4203,Sudan,English
3285,2300,Philippines,English
3286,9746,Philippines,English
3287,2997,Algeria,English
3288,8834,Spain,English
3289,2151,Myanmar,English
3290,2169,Sudan,English
3291,10164,Pakistan,English
3292,3056,Pakistan,English
3293,8238,Algeria,English
3294,7262,Sudan,English
3295,1634,South Africa,English
3296,10416,Bangladesh,English
3297,10020,Mexico,English
3298,1943,Indonesia,English
3299,5452,Russia,English
3300,10192,India,English
3301,1762,Brazil,English
3302,6260,France,English
3303,1976,South Africa,English
3304,4585,Egypt,English
3305,5745,Vietnam,English
3306,8670,Sudan,English
3307,845,Thailand,English
3308,9688,Argentina,English
3309,222,France,English
3310,4300,United States,English
3311,5646,Spain,English
3312,6542,Mexico,English
3313,9321,Brazil,English
3314,4602,Nigeria,English
3315,8237,Colombia,English
3316,5543,Iran,English
3317,3132,Nigeria,English
3318,8707,Tanzania,English
3319,5999,Spain,English
3320,8079,United Kingdom,English
3321,6073,China,English
3322,119,Russia,English
3323,6019,Philippines,English
3324,2399,United Kingdom,English
3325,5852,Pakistan,English
3326,6138,Egypt,English
3327,5421,United States,English
3328,9343,Myanmar,English
3329,8660,Germany,English
3330,1043,United States,English
3331,1620,South Africa,English
3332,6188,Uganda,English
3333,4276,Egypt,English
3334,7527,Uganda,English
3335,3960,South Africa,English
3336,1356,Algeria,English
3337,6230,Ethiopia,English
3338,928,Egypt,English
3339,2194,Egypt,English
3340,5250,Ukraine,English
3341,7346,Brazil,English
3342,6434,Russia,English
3343,4671,Iran,English
3344,6467,Mexico,English
3345,1878,Kenya,English
3346,1525,Brazil,English
3347,5662,Ethiopia,English
3348,4265,Uganda,English
3349,771,Thailand,English
3350,5427,Russia,English
3351,161,France,English
3352,4083,Ethiopia,English
3353,9305,India,English
3354,6072,Egypt,English
