id_compartir,compartir_tiempo,fecha_compartir,hora_compartir
5292,375,2022-10-07,01:00:00
5297,771,2022-10-31,05:00:00
5298,260,2022-09-27,23:00:00
5299,152,2022-10-16,03:00:00
5300,928,2022-11-18,21:00:00
5301,799,2022-10-12,22:00:00
5304,625,2022-10-07,09:00:00
5305,768,2022-11-11,02:00:00
5307,199,2022-10-03,15:00:00
5308,99,2022-09-11,21:00:00
5311,665,2022-10-01,21:00:00
5313,185,2022-10-01,11:00:00
5314,388,2022-10-21,12:00:00
5316,374,2022-09-25,21:00:00
5317,145,2022-10-11,20:00:00
5318,750,2022-10-14,01:00:00
5319,896,2022-10-25,12:00:00
5323,320,2022-09-15,22:00:00
5324,257,2022-10-17,11:00:00
5325,542,2022-10-09,07:00:00
5326,440,2022-09-22,10:00:00
5329,905,2022-10-19,19:00:00
5330,744,2022-10-26,17:00:00
5331,560,2022-11-03,11:00:00
5332,821,2022-10-28,13:00:00
5333,890,2022-10-31,03:00:00
5335,181,2022-09-24,19:00:00
5336,182,2022-09-14,11:00:00
5338,790,2022-10-30,21:00:00
5341,513,2022-10-04,12:00:00
5342,647,2022-10-05,20:00:00
5343,245,2022-09-30,10:00:00
5344,743,2022-10-23,08:00:00
5347,280,2022-10-04,17:00:00
5348,508,2022-10-01,13:00:00
5351,394,2022-10-02,09:00:00
5352,150,2022-09-21,22:00:00
5353,365,2022-09-21,10:00:00
5357,700,2022-10-16,23:00:00
5358,831,2022-11-04,02:00:00
5359,146,2022-09-25,12:00:00
5360,563,2022-10-18,02:00:00
5362,95,2022-09-13,08:00:00
5364,361,2022-10-13,21:00:00
5366,523,2022-10-06,04:00:00
5367,527,2022-10-13,14:00:00
5368,450,2022-10-23,05:00:00
5371,452,2022-09-24,22:00:00
5372,386,2022-10-12,14:00:00
5375,428,2022-10-25,12:00:00
5376,365,2022-09-21,03:00:00
5380,412,2022-09-22,09:00:00
5381,137,2022-09-11,12:00:00
5382,750,2022-10-17,18:00:00
5383,375,2022-10-22,11:00:00
5385,85,2022-10-07,03:00:00
5389,149,2022-10-17,10:00:00
5390,917,2022-11-12,01:00:00
5391,928,2022-11-13,08:00:00
5392,118,2022-09-29,14:00:00
5393,51,2022-09-29,22:00:00
5395,326,2022-10-16,22:00:00
5396,454,2022-10-02,14:00:00
5397,130,2022-09-22,13:00:00
5400,322,2022-10-15,09:00:00
5401,430,2022-10-22,07:00:00
5403,570,2022-09-30,07:00:00
5406,518,2022-10-03,16:00:00
5407,381,2022-10-16,19:00:00
5408,757,2022-11-09,05:00:00
5409,193,2022-10-19,02:00:00
5412,461,2022-10-26,18:00:00
5413,925,2022-11-05,17:00:00
5416,710,2022-10-15,00:00:00
5417,274,2022-09-19,11:00:00
5418,660,2022-10-24,05:00:00
5420,78,2022-10-09,01:00:00
5421,244,2022-09-18,11:00:00
5423,820,2022-11-04,18:00:00
5424,460,2022-10-21,02:00:00
5425,70,2022-10-11,08:00:00
5426,320,2022-10-06,21:00:00
5427,423,2022-10-02,12:00:00
5433,483,2022-10-10,12:00:00
5434,197,2022-09-17,21:00:00
5435,722,2022-11-08,09:00:00
5436,424,2022-09-29,04:00:00
5438,761,2022-10-22,09:00:00
5439,577,2022-10-06,18:00:00
5440,879,2022-11-15,13:00:00
5441,321,2022-10-05,06:00:00
5442,586,2022-10-05,18:00:00
5443,196,2022-10-08,08:00:00
5445,261,2022-10-10,04:00:00
5446,911,2022-10-11,13:00:00
5447,733,2022-10-27,14:00:00
5448,344,2022-10-04,21:00:00
5449,705,2022-10-31,09:00:00
5452,283,2022-09-23,03:00:00
5453,393,2022-09-26,08:00:00
5454,702,2022-10-03,13:00:00
5457,648,2022-09-29,09:00:00
5458,249,2022-10-03,14:00:00
5459,103,2022-09-28,02:00:00
5460,525,2022-10-30,18:00:00
5461,825,2022-10-26,14:00:00
5464,506,2022-10-06,00:00:00
5466,300,2022-09-14,05:00:00
5467,612,2022-10-28,11:00:00
5468,263,2022-10-05,03:00:00
5469,742,2022-10-17,05:00:00
5470,56,2022-10-10,19:00:00
5474,318,2022-09-28,04:00:00
5475,204,2022-10-06,08:00:00
5476,134,2022-10-13,06:00:00
5478,709,2022-10-10,22:00:00
5481,946,2022-11-16,03:00:00
5482,723,2022-10-05,09:00:00
5483,533,2022-10-05,10:00:00
5484,957,2022-11-14,10:00:00
5485,146,2022-09-11,14:00:00
5486,528,2022-10-23,09:00:00
5491,104,2022-09-10,09:00:00
5493,280,2022-09-30,00:00:00
5494,140,2022-09-09,13:00:00
5498,239,2022-09-18,22:00:00
5499,311,2022-10-03,16:00:00
5500,503,2022-10-27,02:00:00
5502,589,2022-10-15,05:00:00
5503,848,2022-10-12,06:00:00
5504,285,2022-09-17,12:00:00
5507,687,2022-10-10,03:00:00
5513,936,2022-11-12,02:00:00
5514,239,2022-09-30,22:00:00
5515,611,2022-10-25,16:00:00
5517,788,2022-10-07,20:00:00
5518,163,2022-09-19,06:00:00
5519,22,2022-09-22,17:00:00
5521,531,2022-10-18,11:00:00
5522,717,2022-10-11,17:00:00
5523,734,2022-10-29,05:00:00
5527,861,2022-10-15,02:00:00
5528,544,2022-10-26,03:00:00
5529,90,2022-09-14,19:00:00
5530,317,2022-10-15,02:00:00
5531,604,2022-10-12,16:00:00
5534,58,2022-09-06,13:00:00
5538,776,2022-10-26,20:00:00
5540,626,2022-10-01,19:00:00
5541,664,2022-10-20,14:00:00
5542,540,2022-10-12,20:00:00
5543,667,2022-10-03,21:00:00
5544,26,2022-09-14,05:00:00
5546,42,2022-09-21,14:00:00
5547,35,2022-09-16,03:00:00
5548,756,2022-10-29,10:00:00
5549,600,2022-10-07,13:00:00
5550,72,2022-10-02,23:00:00
5551,676,2022-10-12,10:00:00
5554,622,2022-10-06,11:00:00
5558,482,2022-10-26,03:00:00
5559,456,2022-10-11,12:00:00
5560,704,2022-10-25,17:00:00
5566,815,2022-11-03,07:00:00
5569,209,2022-10-17,08:00:00
5571,878,2022-11-09,02:00:00
5574,838,2022-10-13,06:00:00
5575,25,2022-09-02,18:00:00
5576,352,2022-10-07,11:00:00
5577,339,2022-09-26,04:00:00
5580,76,2022-09-15,06:00:00
5581,592,2022-10-31,16:00:00
5583,23,2022-09-24,14:00:00
5584,794,2022-10-21,16:00:00
5585,193,2022-10-06,03:00:00
5586,801,2022-10-14,15:00:00
5587,27,2022-09-30,04:00:00
5590,749,2022-11-04,19:00:00
5592,82,2022-09-24,23:00:00
5594,144,2022-09-18,15:00:00
5596,161,2022-10-09,18:00:00
5597,249,2022-10-18,08:00:00
5599,434,2022-09-30,12:00:00
5600,730,2022-10-13,00:00:00
5601,206,2022-09-21,11:00:00
5602,18,2022-09-25,22:00:00
5604,597,2022-10-02,05:00:00
5605,146,2022-09-15,06:00:00
5606,711,2022-10-11,09:00:00
5608,720,2022-10-27,18:00:00
5609,106,2022-09-30,14:00:00
5610,622,2022-11-02,16:00:00
5611,803,2022-10-27,00:00:00
5612,667,2022-10-10,10:00:00
5614,66,2022-10-02,23:00:00
5618,415,2022-10-05,00:00:00
5619,40,2022-09-10,05:00:00
5620,408,2022-10-19,12:00:00
5623,951,2022-11-15,20:00:00
5624,499,2022-10-27,06:00:00
5627,326,2022-10-20,22:00:00
5630,669,2022-09-30,15:00:00
5631,261,2022-09-19,14:00:00
5632,71,2022-09-05,15:00:00
5633,379,2022-10-21,20:00:00
5636,168,2022-10-11,13:00:00
5639,935,2022-11-05,18:00:00
5642,192,2022-09-14,08:00:00
5644,147,2022-09-24,01:00:00
5646,648,2022-10-19,13:00:00
5647,180,2022-10-02,03:00:00
5648,491,2022-10-31,01:00:00
5649,398,2022-10-16,12:00:00
5650,291,2022-10-19,06:00:00
5656,155,2022-09-25,03:00:00
5657,263,2022-10-04,15:00:00
5658,152,2022-09-17,17:00:00
5661,796,2022-10-26,13:00:00
5662,227,2022-10-06,12:00:00
5663,11,2022-10-01,02:00:00
5664,24,2022-09-26,17:00:00
5668,264,2022-10-16,15:00:00
5669,377,2022-09-18,17:00:00
5671,170,2022-09-23,11:00:00
5673,123,2022-09-22,02:00:00
5674,341,2022-09-21,13:00:00
5675,953,2022-10-16,03:00:00
5676,139,2022-09-14,14:00:00
5679,912,2022-11-05,21:00:00
5680,191,2022-09-12,12:00:00
5682,682,2022-11-06,12:00:00
5684,939,2022-11-14,14:00:00
5685,542,2022-11-01,19:00:00
5689,105,2022-10-06,10:00:00
5690,10,2022-09-17,22:00:00
5696,259,2022-09-23,12:00:00
5698,127,2022-09-28,08:00:00
5699,574,2022-10-22,16:00:00
5700,140,2022-09-13,01:00:00
5701,54,2022-09-18,04:00:00
5702,443,2022-10-26,06:00:00
5704,54,2022-10-11,01:00:00
5705,25,2022-09-16,09:00:00
5706,739,2022-10-03,04:00:00
5707,427,2022-10-14,21:00:00
5709,733,2022-10-05,08:00:00
5710,533,2022-10-26,11:00:00
5713,730,2022-10-18,13:00:00
5715,123,2022-09-07,16:00:00
5721,644,2022-10-02,09:00:00
5722,949,2022-10-13,07:00:00
5724,173,2022-09-28,23:00:00
5727,952,2022-11-08,06:00:00
5728,793,2022-10-20,23:00:00
5729,46,2022-10-04,07:00:00
5730,820,2022-10-30,22:00:00
5732,359,2022-09-22,21:00:00
5734,190,2022-10-09,23:00:00
5736,738,2022-11-04,14:00:00
5737,630,2022-10-23,10:00:00
5738,677,2022-10-05,23:00:00
5739,35,2022-09-25,00:00:00
5740,661,2022-10-25,00:00:00
5741,700,2022-10-03,12:00:00
5743,511,2022-10-21,22:00:00
5744,311,2022-09-18,15:00:00
5745,760,2022-11-11,10:00:00
5746,101,2022-10-02,04:00:00
5747,816,2022-11-07,13:00:00
5751,648,2022-11-03,03:00:00
5752,176,2022-09-13,08:00:00
5753,61,2022-10-04,04:00:00
5755,93,2022-09-12,00:00:00
5756,578,2022-09-28,20:00:00
5759,398,2022-10-12,01:00:00
5760,955,2022-10-15,12:00:00
5761,554,2022-10-10,04:00:00
5764,436,2022-10-13,21:00:00
5765,809,2022-10-29,22:00:00
5766,367,2022-10-12,13:00:00
5767,708,2022-10-25,16:00:00
5768,54,2022-09-26,21:00:00
5769,51,2022-09-14,13:00:00
5770,503,2022-10-11,06:00:00
5771,585,2022-11-04,12:00:00
5772,351,2022-10-03,01:00:00
5773,783,2022-10-12,13:00:00
5774,163,2022-09-30,02:00:00
5776,156,2022-09-26,15:00:00
5777,43,2022-09-27,12:00:00
5779,103,2022-10-04,04:00:00
5780,448,2022-10-16,23:00:00
5781,105,2022-09-05,23:00:00
5782,884,2022-10-29,23:00:00
5788,338,2022-09-27,19:00:00
5789,161,2022-09-30,05:00:00
5792,863,2022-10-09,19:00:00
5793,580,2022-10-05,00:00:00
5794,882,2022-10-16,03:00:00
5795,49,2022-09-30,03:00:00
5797,414,2022-09-23,18:00:00
5801,882,2022-10-12,03:00:00
5802,547,2022-10-02,05:00:00
5805,184,2022-10-05,01:00:00
5806,870,2022-10-14,03:00:00
5807,592,2022-10-20,04:00:00
5808,89,2022-10-07,16:00:00
5809,45,2022-09-28,07:00:00
5810,689,2022-10-06,00:00:00
5811,132,2022-09-29,00:00:00
5812,919,2022-10-25,21:00:00
5819,361,2022-10-16,18:00:00
5820,520,2022-10-18,19:00:00
5821,619,2022-10-05,00:00:00
5822,297,2022-09-27,16:00:00
5823,682,2022-10-24,13:00:00
5824,25,2022-10-02,20:00:00
5825,311,2022-09-19,22:00:00
5826,462,2022-09-23,10:00:00
5828,749,2022-10-31,22:00:00
5833,572,2022-10-23,05:00:00
5834,225,2022-10-05,22:00:00
5837,59,2022-10-11,11:00:00
5839,91,2022-09-06,15:00:00
5841,109,2022-09-21,07:00:00
5847,106,2022-10-12,21:00:00
5849,620,2022-10-09,13:00:00
5850,852,2022-10-11,13:00:00
5852,450,2022-10-24,23:00:00
5854,369,2022-10-07,17:00:00
5855,49,2022-09-05,21:00:00
5856,912,2022-11-17,21:00:00
5857,125,2022-10-14,16:00:00
5860,443,2022-09-30,15:00:00
5862,40,2022-09-03,17:00:00
5866,410,2022-10-21,18:00:00
5869,771,2022-10-25,00:00:00
5870,266,2022-10-02,16:00:00
5871,406,2022-10-14,22:00:00
5873,294,2022-09-23,15:00:00
5874,929,2022-10-26,02:00:00
5876,21,2022-09-03,06:00:00
5879,680,2022-10-31,13:00:00
5880,63,2022-09-17,03:00:00
5882,319,2022-10-10,10:00:00
5883,589,2022-09-28,13:00:00
5884,711,2022-10-08,22:00:00
5886,241,2022-10-09,20:00:00
5887,904,2022-10-25,21:00:00
5888,334,2022-10-18,08:00:00
5891,444,2022-09-21,23:00:00
5894,414,2022-10-06,16:00:00
5895,905,2022-11-12,09:00:00
5897,13,2022-09-24,20:00:00
5899,338,2022-09-28,19:00:00
5901,653,2022-10-14,00:00:00
5902,99,2022-09-09,14:00:00
5903,117,2022-09-10,03:00:00
5904,8,2022-09-28,04:00:00
5905,955,2022-10-30,06:00:00
5907,60,2022-09-11,10:00:00
5908,767,2022-10-14,08:00:00
5909,771,2022-11-10,21:00:00
5910,426,2022-10-25,18:00:00
5912,112,2022-09-27,11:00:00
5913,694,2022-11-07,04:00:00
5914,922,2022-11-02,06:00:00
5915,619,2022-10-30,14:00:00
5916,264,2022-09-13,00:00:00
5917,898,2022-10-15,18:00:00
5918,760,2022-10-20,15:00:00
5920,262,2022-09-30,04:00:00
5923,673,2022-11-02,00:00:00
5924,321,2022-10-04,11:00:00
5926,634,2022-09-28,21:00:00
5929,433,2022-10-23,10:00:00
5930,832,2022-10-15,00:00:00
5931,617,2022-10-05,10:00:00
5932,324,2022-09-26,11:00:00
5934,850,2022-10-19,21:00:00
5936,341,2022-10-13,00:00:00
5937,917,2022-10-17,16:00:00
5938,496,2022-10-04,16:00:00
5939,22,2022-09-13,15:00:00
5943,666,2022-10-06,14:00:00
5944,886,2022-11-06,21:00:00
5946,251,2022-09-26,21:00:00
5948,813,2022-10-07,10:00:00
5949,588,2022-10-28,05:00:00
5950,281,2022-10-01,04:00:00
5951,57,2022-09-03,17:00:00
5952,706,2022-10-03,17:00:00
5953,204,2022-09-26,11:00:00
5955,765,2022-11-03,20:00:00
5956,763,2022-10-05,01:00:00
5957,613,2022-10-18,03:00:00
5958,566,2022-10-13,14:00:00
5959,677,2022-11-02,08:00:00
5961,821,2022-10-09,03:00:00
5965,300,2022-09-27,14:00:00
5966,534,2022-10-05,10:00:00
5968,474,2022-10-08,21:00:00
5972,920,2022-11-01,21:00:00
5975,615,2022-10-25,21:00:00
5979,369,2022-10-02,22:00:00
5980,243,2022-09-25,03:00:00
5984,194,2022-10-05,09:00:00
5985,208,2022-09-12,19:00:00
5987,630,2022-10-03,23:00:00
5989,166,2022-09-29,13:00:00
5990,767,2022-11-08,17:00:00
5991,620,2022-10-27,15:00:00
5993,37,2022-09-30,10:00:00
5995,373,2022-09-19,20:00:00
5996,667,2022-10-10,09:00:00
5998,956,2022-10-15,02:00:00
5999,169,2022-09-08,19:00:00
6001,930,2022-11-17,10:00:00
6002,846,2022-10-09,22:00:00
6005,614,2022-09-30,10:00:00
6006,67,2022-09-22,02:00:00
6007,701,2022-10-22,20:00:00
6008,126,2022-10-03,03:00:00
6010,134,2022-09-24,21:00:00
6011,599,2022-10-08,07:00:00
6012,394,2022-10-04,21:00:00
6013,380,2022-10-16,07:00:00
6014,171,2022-09-20,07:00:00
6017,287,2022-10-07,17:00:00
6019,161,2022-10-17,12:00:00
6021,705,2022-11-02,03:00:00
6023,179,2022-09-14,11:00:00
6024,202,2022-09-23,21:00:00
6025,487,2022-09-26,13:00:00
6026,696,2022-10-30,20:00:00
6027,193,2022-09-24,07:00:00
6031,454,2022-09-20,08:00:00
6032,928,2022-11-17,07:00:00
6033,460,2022-09-28,17:00:00
6035,223,2022-10-11,08:00:00
6036,153,2022-10-02,23:00:00
6044,282,2022-10-13,10:00:00
6045,455,2022-09-20,09:00:00
6047,790,2022-11-08,16:00:00
6048,486,2022-10-09,14:00:00
6050,913,2022-10-21,20:00:00
6051,855,2022-11-14,22:00:00
6052,218,2022-10-12,15:00:00
6053,519,2022-10-16,22:00:00
6054,148,2022-10-06,09:00:00
6055,234,2022-09-12,11:00:00
6056,97,2022-09-10,13:00:00
6057,595,2022-09-28,01:00:00
6058,560,2022-10-05,00:00:00
6059,882,2022-10-17,18:00:00
6060,875,2022-10-16,20:00:00
6061,283,2022-09-27,19:00:00
6063,647,2022-10-23,09:00:00
6064,195,2022-10-08,21:00:00
6065,814,2022-11-01,08:00:00
6066,741,2022-10-22,19:00:00
6067,819,2022-10-17,02:00:00
6068,111,2022-10-09,06:00:00
6070,101,2022-09-12,14:00:00
6072,894,2022-10-22,02:00:00
6073,513,2022-10-25,11:00:00
6074,674,2022-10-21,03:00:00
6075,710,2022-10-10,00:00:00
6081,273,2022-10-19,23:00:00
6084,649,2022-11-01,11:00:00
6088,667,2022-10-29,11:00:00
6090,825,2022-10-08,01:00:00
6091,867,2022-11-08,12:00:00
6093,787,2022-10-19,00:00:00
6094,719,2022-10-26,10:00:00
6096,415,2022-10-15,05:00:00
6097,844,2022-10-18,21:00:00
6098,833,2022-10-17,21:00:00
6099,784,2022-10-24,07:00:00
6101,397,2022-09-26,19:00:00
6102,94,2022-09-23,15:00:00
6104,584,2022-10-27,05:00:00
6105,752,2022-10-16,06:00:00
6106,270,2022-10-07,02:00:00
6108,792,2022-11-05,03:00:00
6109,44,2022-09-13,11:00:00
6110,464,2022-10-29,15:00:00
6111,96,2022-09-20,05:00:00
6112,600,2022-10-22,13:00:00
6113,706,2022-10-23,13:00:00
6115,243,2022-09-26,16:00:00
6116,323,2022-10-14,08:00:00
6117,426,2022-09-24,20:00:00
6120,94,2022-10-04,02:00:00
6121,792,2022-11-03,14:00:00
6125,384,2022-09-19,02:00:00
6126,80,2022-10-06,06:00:00
6127,69,2022-09-26,06:00:00
6128,21,2022-09-26,08:00:00
6132,82,2022-10-13,19:00:00
6134,182,2022-10-13,17:00:00
6135,239,2022-09-21,22:00:00
6137,774,2022-11-04,05:00:00
6138,51,2022-09-14,14:00:00
6142,413,2022-10-23,08:00:00
6143,929,2022-10-10,22:00:00
6144,428,2022-09-26,16:00:00
6146,549,2022-10-23,13:00:00
6147,156,2022-09-25,09:00:00
6149,53,2022-09-15,14:00:00
6150,787,2022-10-28,01:00:00
6151,295,2022-09-22,20:00:00
6153,466,2022-10-15,06:00:00
6155,919,2022-10-16,21:00:00
6156,315,2022-10-14,02:00:00
6157,946,2022-11-11,10:00:00
6158,253,2022-10-13,08:00:00
6159,146,2022-10-07,16:00:00
6161,864,2022-11-05,14:00:00
6162,645,2022-10-27,16:00:00
6163,345,2022-10-14,14:00:00
6164,57,2022-09-13,02:00:00
6165,898,2022-10-13,14:00:00
6167,377,2022-10-10,09:00:00
6170,761,2022-10-03,22:00:00
6176,801,2022-10-20,03:00:00
6177,201,2022-09-23,04:00:00
6178,797,2022-10-16,06:00:00
6180,682,2022-10-12,15:00:00
6181,81,2022-10-10,07:00:00
6182,115,2022-10-02,17:00:00
6183,253,2022-09-22,01:00:00
6185,648,2022-10-03,22:00:00
6187,154,2022-09-26,21:00:00
6188,304,2022-09-30,03:00:00
6189,426,2022-10-11,04:00:00
6192,296,2022-10-01,08:00:00
6193,260,2022-09-25,07:00:00
6196,397,2022-10-18,22:00:00
6197,518,2022-10-13,07:00:00
6199,812,2022-10-27,16:00:00
6200,862,2022-10-26,09:00:00
6202,405,2022-09-26,05:00:00
6203,648,2022-10-09,07:00:00
6204,623,2022-10-10,05:00:00
6206,833,2022-11-13,03:00:00
6207,297,2022-09-28,20:00:00
6209,389,2022-10-15,19:00:00
6210,94,2022-09-05,13:00:00
6211,269,2022-10-20,00:00:00
6212,852,2022-11-11,06:00:00
6215,488,2022-10-14,02:00:00
6216,371,2022-10-15,14:00:00
6217,342,2022-09-27,20:00:00
6219,472,2022-09-27,15:00:00
6220,699,2022-09-30,11:00:00
6223,762,2022-10-25,15:00:00
6226,738,2022-10-26,03:00:00
6227,731,2022-10-10,17:00:00
6228,20,2022-09-28,04:00:00
6229,654,2022-10-02,15:00:00
6230,807,2022-10-30,23:00:00
6231,771,2022-11-05,19:00:00
6232,882,2022-10-16,14:00:00
6235,426,2022-10-15,04:00:00
6238,779,2022-11-05,19:00:00
6239,192,2022-10-01,07:00:00
6243,533,2022-10-21,07:00:00
6244,35,2022-09-22,06:00:00
6246,899,2022-11-14,13:00:00
6247,480,2022-10-27,17:00:00
6249,61,2022-10-08,00:00:00
6250,562,2022-10-21,03:00:00
6252,519,2022-09-23,23:00:00
6254,892,2022-11-14,07:00:00
6255,15,2022-09-07,14:00:00
6259,468,2022-09-26,08:00:00
6260,894,2022-10-23,03:00:00
6262,200,2022-09-14,06:00:00
6263,820,2022-11-05,03:00:00
6264,900,2022-10-23,02:00:00
6265,702,2022-11-07,13:00:00
6266,555,2022-10-16,23:00:00
6268,738,2022-11-07,15:00:00
6270,885,2022-11-11,20:00:00
6271,375,2022-10-08,16:00:00
6274,208,2022-10-03,00:00:00
6275,647,2022-10-15,17:00:00
6277,105,2022-10-13,09:00:00
6279,494,2022-10-30,15:00:00
6280,276,2022-10-21,09:00:00
6281,840,2022-10-18,07:00:00
6282,955,2022-10-13,09:00:00
6284,389,2022-09-19,19:00:00
6285,484,2022-10-24,00:00:00
6287,121,2022-10-13,16:00:00
6289,431,2022-10-02,09:00:00
6290,386,2022-09-29,10:00:00
6292,420,2022-10-23,21:00:00
6295,147,2022-09-25,23:00:00
6296,521,2022-10-09,21:00:00
6298,259,2022-09-26,21:00:00
6299,890,2022-10-23,04:00:00
6300,940,2022-11-03,11:00:00
6302,295,2022-09-25,04:00:00
6304,924,2022-10-28,07:00:00
6305,45,2022-10-05,20:00:00
6306,344,2022-09-22,21:00:00
6311,27,2022-10-05,22:00:00
6314,719,2022-10-09,15:00:00
6315,725,2022-10-28,08:00:00
6316,827,2022-10-17,15:00:00
6319,231,2022-10-18,07:00:00
6321,892,2022-11-03,08:00:00
6322,264,2022-09-19,11:00:00
6323,947,2022-11-07,05:00:00
6327,689,2022-10-29,22:00:00
6329,367,2022-09-19,09:00:00
6330,803,2022-10-26,09:00:00
6332,630,2022-10-19,19:00:00
6333,187,2022-09-16,06:00:00
6334,786,2022-10-11,05:00:00
6335,774,2022-11-05,15:00:00
6338,53,2022-09-04,02:00:00
6341,863,2022-11-05,08:00:00
6342,70,2022-10-12,10:00:00
6343,522,2022-10-15,22:00:00
6349,519,2022-10-01,13:00:00
6350,392,2022-10-16,09:00:00
6351,344,2022-09-17,03:00:00
6353,687,2022-11-05,19:00:00
6355,705,2022-10-24,10:00:00
6359,437,2022-10-16,08:00:00
6360,596,2022-11-01,11:00:00
6363,94,2022-10-14,15:00:00
6365,373,2022-10-01,02:00:00
6366,455,2022-10-24,15:00:00
6367,313,2022-10-18,19:00:00
6368,342,2022-09-20,14:00:00
6369,324,2022-10-20,01:00:00
6370,904,2022-10-14,07:00:00
6371,384,2022-10-22,19:00:00
6372,927,2022-10-24,19:00:00
6373,785,2022-10-09,10:00:00
6374,100,2022-10-12,04:00:00
6375,218,2022-09-17,16:00:00
6377,555,2022-10-30,13:00:00
6379,121,2022-09-15,20:00:00
6380,826,2022-10-22,06:00:00
6383,833,2022-10-13,11:00:00
6385,577,2022-10-10,01:00:00
6386,943,2022-11-03,01:00:00
6388,145,2022-10-17,02:00:00
6389,152,2022-09-23,20:00:00
6391,342,2022-10-14,19:00:00
6392,764,2022-10-11,21:00:00
6395,719,2022-10-24,07:00:00
6396,386,2022-10-19,04:00:00
6398,277,2022-10-06,05:00:00
6400,22,2022-10-10,05:00:00
6401,710,2022-10-08,04:00:00
6402,428,2022-10-09,11:00:00
6404,948,2022-10-30,20:00:00
6405,889,2022-10-19,05:00:00
6406,93,2022-09-29,09:00:00
6407,446,2022-10-01,20:00:00
6408,247,2022-09-30,11:00:00
6409,96,2022-10-01,04:00:00
6410,525,2022-09-30,16:00:00
6411,686,2022-10-08,15:00:00
6412,81,2022-09-11,16:00:00
6417,21,2022-09-20,05:00:00
6419,6,2022-09-26,06:00:00
6420,119,2022-10-01,15:00:00
6422,330,2022-09-20,06:00:00
6427,182,2022-09-30,06:00:00
6428,779,2022-10-12,18:00:00
6429,380,2022-09-20,22:00:00
6431,829,2022-10-09,00:00:00
6432,520,2022-10-25,07:00:00
6433,566,2022-09-29,20:00:00
6434,407,2022-09-26,07:00:00
6437,618,2022-09-27,15:00:00
6438,212,2022-10-03,05:00:00
6439,614,2022-10-24,19:00:00
6440,625,2022-09-28,05:00:00
6442,803,2022-11-13,18:00:00
6444,466,2022-10-24,13:00:00
6447,193,2022-09-26,09:00:00
6448,502,2022-10-08,08:00:00
6449,67,2022-10-06,20:00:00
6450,895,2022-11-13,02:00:00
6451,285,2022-09-22,10:00:00
6453,559,2022-09-27,04:00:00
6454,493,2022-09-27,15:00:00
6455,659,2022-10-24,05:00:00
6456,42,2022-09-29,04:00:00
6457,705,2022-11-09,01:00:00
6458,868,2022-10-25,19:00:00
6460,525,2022-10-23,04:00:00
6461,903,2022-11-12,21:00:00
6464,615,2022-10-07,17:00:00
6467,564,2022-10-13,08:00:00
6470,186,2022-09-17,13:00:00
6472,279,2022-09-16,14:00:00
6474,250,2022-09-27,16:00:00
6476,688,2022-10-01,19:00:00
6478,658,2022-10-17,18:00:00
6479,762,2022-10-19,15:00:00
6484,491,2022-10-22,03:00:00
6486,325,2022-10-02,23:00:00
6488,776,2022-10-23,12:00:00
6489,527,2022-10-10,22:00:00
6490,142,2022-09-24,16:00:00
6494,186,2022-09-12,00:00:00
6497,531,2022-11-01,20:00:00
6499,495,2022-10-03,13:00:00
6500,909,2022-11-14,09:00:00
6502,111,2022-10-04,14:00:00
6508,897,2022-10-14,06:00:00
6510,819,2022-10-24,13:00:00
6512,284,2022-09-30,07:00:00
6514,793,2022-10-10,19:00:00
6515,323,2022-09-17,00:00:00
6516,790,2022-10-25,11:00:00
6518,57,2022-10-05,22:00:00
6519,151,2022-09-25,04:00:00
6520,450,2022-09-30,02:00:00
6522,645,2022-10-15,16:00:00
6523,531,2022-09-28,03:00:00
6526,513,2022-10-03,02:00:00
6527,421,2022-10-22,15:00:00
6529,797,2022-10-26,20:00:00
6530,730,2022-10-21,16:00:00
6532,196,2022-09-16,21:00:00
6536,88,2022-10-02,22:00:00
6539,275,2022-09-26,10:00:00
6541,30,2022-09-13,08:00:00
6542,786,2022-11-06,10:00:00
6543,941,2022-11-13,22:00:00
6544,638,2022-10-03,23:00:00
6547,462,2022-10-29,11:00:00
6548,273,2022-10-09,10:00:00
6551,717,2022-10-31,15:00:00
6552,721,2022-10-24,21:00:00
6553,879,2022-10-31,16:00:00
6554,947,2022-10-26,23:00:00
6556,599,2022-10-16,15:00:00
6558,777,2022-11-01,09:00:00
6561,23,2022-09-04,01:00:00
6564,729,2022-10-03,18:00:00
6565,616,2022-10-11,09:00:00
6566,940,2022-10-22,17:00:00
6568,860,2022-11-06,17:00:00
6569,479,2022-10-08,23:00:00
6570,410,2022-10-14,08:00:00
6571,336,2022-10-12,01:00:00
6573,259,2022-10-15,03:00:00
6578,361,2022-09-25,04:00:00
6580,562,2022-10-02,05:00:00
6583,430,2022-10-07,14:00:00
6588,91,2022-09-24,00:00:00
6589,74,2022-10-07,23:00:00
6592,474,2022-10-25,02:00:00
6595,917,2022-11-13,10:00:00
6596,490,2022-10-19,03:00:00
6597,727,2022-10-22,22:00:00
6599,738,2022-10-10,02:00:00
6600,925,2022-10-27,04:00:00
6604,84,2022-10-03,03:00:00
6606,118,2022-10-05,15:00:00
6607,317,2022-10-09,17:00:00
6608,388,2022-10-15,02:00:00
6609,358,2022-09-25,14:00:00
6610,552,2022-09-28,03:00:00
6614,143,2022-10-15,02:00:00
