ID,Fuente,fuente_codificada
3211,Daily Beacon,4
1179,Metro News,13
7515,Voice of the Nation,31
5855,Urban News,30
3246,Urban News,30
375,City Beat,2
7852,Press Pulse,18
9194,Voice of the Nation,31
3574,Sunrise Chronicle,20
8753,The Pulse,27
5985,Daily Digest,5
4813,The Reporter,28
9181,Sunrise Chronicle,20
512,Central Times,1
3863,The Reporter,28
6377,Press Pulse,18
3150,Star Sentinel,19
2106,Global Insight,11
2758,Newsflash,16
7542,The Daily Dispatch,22
4228,Sunrise Chronicle,20
362,Daily Beacon,4
2557,National Courier,15
4316,Press Pulse,18
8274,Express Tribune,8
6906,City Times,3
2880,Sunrise Chronicle,20
10492,Frontline Times,9
517,Insider Insights,12
4291,The Informer,24
2942,Press Pulse,18
5475,City Times,3
1431,Newsline,17
2259,World News Network,32
4091,Frontline Times,9
1278,City Beat,2
1631,Global Gazette,10
4539,National Courier,15
3652,Global Gazette,10
1107,Echo News,6
5483,The Pulse,27
8973,Times Today,29
10469,The Daily Dispatch,22
2869,The Insight,25
9392,Insider Insights,12
613,Insider Insights,12
2674,The Insight,25
6793,Metro News,13
5286,The Reporter,28
4385,City Times,3
4324,Metro News,13
3704,Sunrise Chronicle,20
7380,The Insight,25
1299,The Insight,25
5138,Star Sentinel,19
9777,Global Gazette,10
633,Press Pulse,18
7488,Metro News,13
7791,The Insight,25
4015,World News Network,32
7990,Daily Digest,5
3743,The Insight,25
3977,Echo News,6
10341,Capital Gazette,0
7249,Star Sentinel,19
1010,Voice of the Nation,31
443,City Times,3
9979,The Daily Dispatch,22
5127,Times Today,29
3354,The Informer,24
8455,Evening Echo,7
9139,The Reporter,28
4815,Newsline,17
4879,Capital Gazette,0
5067,Insider Insights,12
4961,The Reporter,28
1051,Daily Beacon,4
8182,Star Sentinel,19
10323,Newsflash,16
7022,Sunrise Chronicle,20
3971,The Observer,26
1714,The Daily Dispatch,22
9857,Urban News,30
10138,Urban News,30
4344,Sunrise Chronicle,20
5219,Evening Echo,7
1711,Central Times,1
7032,The Herald Tribune,23
5554,The Insight,25
4349,Sunrise Chronicle,20
4024,Global Insight,11
6778,National Courier,15
9309,Daily Digest,5
323,The Insight,25
2278,Central Times,1
706,City Beat,2
951,Central Times,1
6912,Metro News,13
1729,The Informer,24
4937,Metro News,13
2780,Global Gazette,10
6795,Sunrise Chronicle,20
1050,Metro News,13
2533,Global Insight,11
603,Morning Star,14
3782,Global Gazette,10
3444,Times Today,29
2252,The Chronicle,21
717,Sunrise Chronicle,20
7768,Star Sentinel,19
8055,City Beat,2
10271,Sunrise Chronicle,20
1087,Insider Insights,12
9867,The Informer,24
1071,The Chronicle,21
8007,Express Tribune,8
1805,Metro News,13
4264,Press Pulse,18
8915,City Times,3
10496,The Herald Tribune,23
5631,Echo News,6
3114,The Observer,26
8372,Insider Insights,12
2653,The Daily Dispatch,22
5358,Newsflash,16
9254,City Beat,2
2882,The Daily Dispatch,22
6032,Express Tribune,8
9587,Press Pulse,18
1238,Press Pulse,18
5600,Capital Gazette,0
5987,Daily Digest,5
1927,Voice of the Nation,31
3093,Frontline Times,9
9057,Global Insight,11
8739,Echo News,6
4166,Newsflash,16
2954,The Insight,25
5576,Daily Digest,5
815,The Informer,24
4848,The Informer,24
6264,Morning Star,14
1216,Express Tribune,8
6359,Evening Echo,7
8125,World News Network,32
3268,City Times,3
1701,Express Tribune,8
1285,Press Pulse,18
10283,The Reporter,28
5630,The Chronicle,21
4297,Morning Star,14
363,Morning Star,14
2295,Urban News,30
3969,Metro News,13
7315,Star Sentinel,19
8383,City Beat,2
8220,Times Today,29
4485,City Times,3
5141,Newsflash,16
1617,Echo News,6
288,Central Times,1
3605,Urban News,30
3601,The Insight,25
8683,Daily Beacon,4
9103,Metro News,13
7681,Morning Star,14
2044,Morning Star,14
1697,Capital Gazette,0
10219,The Herald Tribune,23
8105,City Times,3
3005,City Times,3
7501,Daily Digest,5
9061,Urban News,30
3754,City Beat,2
1660,Star Sentinel,19
2692,Morning Star,14
2665,Sunrise Chronicle,20
1810,Express Tribune,8
8518,Morning Star,14
6027,Newsflash,16
9892,Times Today,29
999,The Insight,25
877,Express Tribune,8
8591,The Reporter,28
8751,The Pulse,27
7886,Newsline,17
3980,City Times,3
7111,Capital Gazette,0
9812,The Herald Tribune,23
134,The Informer,24
2901,City Times,3
1103,The Herald Tribune,23
169,The Daily Dispatch,22
358,National Courier,15
9943,Express Tribune,8
6981,Express Tribune,8
10193,Global Gazette,10
8823,Insider Insights,12
9146,The Daily Dispatch,22
1349,The Herald Tribune,23
1565,The Informer,24
881,Insider Insights,12
2406,Sunrise Chronicle,20
7072,National Courier,15
2858,The Reporter,28
2853,Times Today,29
1505,Evening Echo,7
9204,World News Network,32
2488,Metro News,13
1628,Express Tribune,8
2103,City Beat,2
10129,Global Gazette,10
10274,Frontline Times,9
5148,The Observer,26
9715,Sunrise Chronicle,20
236,Newsline,17
9028,Urban News,30
1839,Times Today,29
7573,The Reporter,28
6914,The Herald Tribune,23
5049,Morning Star,14
8162,Global Insight,11
1508,Press Pulse,18
8346,National Courier,15
9035,Star Sentinel,19
4537,The Herald Tribune,23
9527,Global Gazette,10
5636,Global Gazette,10
5739,Urban News,30
5043,Evening Echo,7
4985,The Chronicle,21
1781,Global Insight,11
8903,The Insight,25
9188,Capital Gazette,0
3180,Press Pulse,18
167,The Pulse,27
6786,Evening Echo,7
10272,Newsflash,16
5319,Sunrise Chronicle,20
684,Sunrise Chronicle,20
9847,City Times,3
9388,Sunrise Chronicle,20
1114,Newsflash,16
7098,Metro News,13
1037,City Times,3
9629,The Insight,25
5747,Morning Star,14
2715,The Insight,25
2000,City Times,3
5810,Newsline,17
4200,The Reporter,28
2704,The Chronicle,21
8905,Frontline Times,9
8321,Sunrise Chronicle,20
2896,Star Sentinel,19
6620,National Courier,15
4437,The Informer,24
3243,The Chronicle,21
8543,Frontline Times,9
7192,Express Tribune,8
3161,The Insight,25
3323,Echo News,6
6874,Urban News,30
3414,The Chronicle,21
8822,City Beat,2
8885,Daily Beacon,4
856,National Courier,15
8153,Daily Beacon,4
9046,World News Network,32
7067,Evening Echo,7
3421,The Observer,26
1919,The Daily Dispatch,22
281,The Insight,25
6060,Echo News,6
869,The Daily Dispatch,22
3939,Daily Beacon,4
8721,Newsline,17
2341,Daily Digest,5
8745,Press Pulse,18
8173,Urban News,30
7465,Global Insight,11
8761,The Herald Tribune,23
8064,Press Pulse,18
7930,Sunrise Chronicle,20
2110,Evening Echo,7
5371,Press Pulse,18
7226,Newsflash,16
4428,The Reporter,28
128,Global Insight,11
1392,World News Network,32
1931,World News Network,32
2963,The Insight,25
4326,The Herald Tribune,23
5041,World News Network,32
8028,The Reporter,28
7028,Insider Insights,12
8863,Global Gazette,10
8341,Urban News,30
784,Star Sentinel,19
1427,Daily Digest,5
3273,National Courier,15
6013,Evening Echo,7
8912,World News Network,32
3194,Urban News,30
7706,The Observer,26
5243,Press Pulse,18
1269,The Chronicle,21
3781,Metro News,13
3253,Express Tribune,8
4875,Press Pulse,18
7359,Sunrise Chronicle,20
8175,Morning Star,14
916,World News Network,32
6661,Newsflash,16
2983,Capital Gazette,0
10236,The Pulse,27
8466,Voice of the Nation,31
5527,Urban News,30
1313,Daily Beacon,4
4568,Daily Beacon,4
2059,Express Tribune,8
2753,Voice of the Nation,31
5715,Metro News,13
9117,Press Pulse,18
3823,Central Times,1
4446,The Pulse,27
6643,Metro News,13
2761,Echo News,6
7420,The Herald Tribune,23
7219,Sunrise Chronicle,20
7989,Global Gazette,10
4190,Echo News,6
1380,Global Insight,11
4934,World News Network,32
1816,Frontline Times,9
2437,The Herald Tribune,23
8502,The Informer,24
24,Voice of the Nation,31
5486,The Informer,24
844,Times Today,29
3819,The Insight,25
10489,Voice of the Nation,31
3928,The Pulse,27
6834,Global Gazette,10
6812,City Times,3
1409,Newsflash,16
4244,The Chronicle,21
8037,Global Gazette,10
5779,National Courier,15
6532,Capital Gazette,0
4540,Capital Gazette,0
6761,Evening Echo,7
4605,The Insight,25
1963,Evening Echo,7
1959,City Times,3
10216,The Reporter,28
9684,The Insight,25
836,Voice of the Nation,31
4423,Evening Echo,7
788,The Informer,24
10004,Insider Insights,12
7087,Morning Star,14
2635,Newsline,17
9607,Central Times,1
6204,The Reporter,28
3686,Metro News,13
6733,The Herald Tribune,23
8561,Urban News,30
2711,Morning Star,14
525,Central Times,1
7152,Daily Beacon,4
6098,The Observer,26
3706,Global Gazette,10
7502,Global Gazette,10
8325,Voice of the Nation,31
3190,The Daily Dispatch,22
9731,Echo News,6
4257,Star Sentinel,19
7803,Daily Digest,5
47,The Insight,25
6835,Capital Gazette,0
2284,The Observer,26
9075,Voice of the Nation,31
1655,City Beat,2
3901,Frontline Times,9
9909,The Pulse,27
9770,Press Pulse,18
1214,World News Network,32
435,The Reporter,28
9081,Morning Star,14
2664,Global Insight,11
7809,Express Tribune,8
10145,The Reporter,28
2203,Express Tribune,8
6519,Insider Insights,12
1033,The Informer,24
7751,Newsline,17
8010,The Chronicle,21
505,Urban News,30
10343,The Insight,25
1434,The Informer,24
2585,World News Network,32
34,The Observer,26
8777,Press Pulse,18
3496,The Observer,26
1156,Global Insight,11
619,Central Times,1
5101,The Observer,26
3238,Metro News,13
7882,The Daily Dispatch,22
4656,Voice of the Nation,31
4593,The Herald Tribune,23
183,Global Gazette,10
9100,The Pulse,27
4953,World News Network,32
1151,The Pulse,27
9056,Daily Digest,5
5770,Capital Gazette,0
18,Daily Digest,5
1351,City Beat,2
5684,Times Today,29
3944,Daily Digest,5
7357,The Observer,26
3285,Morning Star,14
4760,Daily Digest,5
1265,Daily Digest,5
1939,Metro News,13
7545,The Insight,25
4308,Global Gazette,10
432,Capital Gazette,0
4065,Echo News,6
842,Sunrise Chronicle,20
8066,Echo News,6
1668,Metro News,13
4491,Sunrise Chronicle,20
8352,World News Network,32
4583,Insider Insights,12
6120,The Reporter,28
5392,Daily Digest,5
692,The Chronicle,21
9531,The Daily Dispatch,22
4787,World News Network,32
2382,Newsline,17
10390,Sunrise Chronicle,20
6670,The Insight,25
1566,Daily Digest,5
5500,Capital Gazette,0
9184,Express Tribune,8
4146,The Daily Dispatch,22
2404,The Chronicle,21
2626,The Informer,24
8276,The Pulse,27
588,Voice of the Nation,31
8423,Sunrise Chronicle,20
496,The Observer,26
9936,Central Times,1
8012,City Beat,2
4142,Daily Beacon,4
7378,Newsline,17
5241,The Chronicle,21
5175,Metro News,13
4293,Press Pulse,18
3278,Metro News,13
3438,Newsflash,16
7634,Star Sentinel,19
9222,Sunrise Chronicle,20
9058,Star Sentinel,19
726,Sunrise Chronicle,20
8896,The Observer,26
9762,The Pulse,27
2724,Press Pulse,18
4695,Frontline Times,9
4824,Metro News,13
93,Evening Echo,7
5292,Daily Beacon,4
1645,Daily Digest,5
7903,Times Today,29
8911,The Informer,24
6002,Global Gazette,10
3522,Global Gazette,10
5359,City Beat,2
342,Central Times,1
3783,City Beat,2
5951,Daily Beacon,4
5705,Newsline,17
9301,Morning Star,14
7550,Express Tribune,8
4230,The Herald Tribune,23
2263,The Chronicle,21
3281,Sunrise Chronicle,20
7059,Insider Insights,12
3152,Newsline,17
7598,World News Network,32
1582,Daily Beacon,4
2523,The Herald Tribune,23
7178,The Insight,25
6529,The Daily Dispatch,22
8109,Frontline Times,9
403,Daily Digest,5
3418,The Pulse,27
3457,Press Pulse,18
2182,Press Pulse,18
2362,World News Network,32
1405,Central Times,1
1586,Newsflash,16
4473,Star Sentinel,19
2347,Global Gazette,10
6806,The Reporter,28
10377,The Insight,25
2919,Urban News,30
7126,City Beat,2
6570,Global Gazette,10
4302,The Daily Dispatch,22
7988,World News Network,32
1306,The Chronicle,21
10393,City Beat,2
4990,Central Times,1
1217,The Herald Tribune,23
5459,The Insight,25
6881,Morning Star,14
2824,Newsflash,16
8267,The Insight,25
5507,National Courier,15
5493,Voice of the Nation,31
991,City Times,3
6217,City Times,3
2223,Press Pulse,18
1229,Global Gazette,10
1023,Daily Beacon,4
5894,City Times,3
4011,Press Pulse,18
3509,The Daily Dispatch,22
10286,Echo News,6
9197,The Herald Tribune,23
7473,Press Pulse,18
6266,City Beat,2
9944,The Herald Tribune,23
9840,Capital Gazette,0
1716,Insider Insights,12
840,National Courier,15
8953,Voice of the Nation,31
5887,The Daily Dispatch,22
2082,The Herald Tribune,23
7144,The Informer,24
5741,Evening Echo,7
3219,Star Sentinel,19
8402,The Insight,25
1924,Frontline Times,9
9692,City Beat,2
3580,Daily Digest,5
4697,The Daily Dispatch,22
4928,Insider Insights,12
9971,Express Tribune,8
1315,Newsline,17
9235,Echo News,6
3963,Urban News,30
6375,Capital Gazette,0
9704,Express Tribune,8
6994,Global Insight,11
1366,National Courier,15
6681,Insider Insights,12
7668,Metro News,13
5143,Morning Star,14
6755,World News Network,32
6117,National Courier,15
4791,National Courier,15
8650,The Herald Tribune,23
680,Newsline,17
9703,City Times,3
6486,The Daily Dispatch,22
4900,City Times,3
9454,City Beat,2
1942,The Herald Tribune,23
8924,Echo News,6
10474,Daily Beacon,4
6458,The Observer,26
7949,Global Gazette,10
716,Echo News,6
3153,The Observer,26
647,Morning Star,14
6548,Press Pulse,18
4334,Metro News,13
1769,Newsline,17
117,Press Pulse,18
6647,Urban News,30
196,Frontline Times,9
1548,Echo News,6
9334,Voice of the Nation,31
5259,Central Times,1
6709,The Observer,26
566,Express Tribune,8
7797,Sunrise Chronicle,20
6645,National Courier,15
339,The Chronicle,21
10514,Central Times,1
3321,Daily Digest,5
10149,Capital Gazette,0
4339,Global Gazette,10
5883,The Insight,25
3832,Global Gazette,10
572,National Courier,15
8775,Echo News,6
1125,Insider Insights,12
4131,Echo News,6
3840,City Times,3
7696,Newsline,17
2255,Central Times,1
5367,Frontline Times,9
3689,Times Today,29
8829,Times Today,29
3063,City Beat,2
1547,Press Pulse,18
9025,The Herald Tribune,23
4271,Metro News,13
4183,Capital Gazette,0
4160,Frontline Times,9
7678,Express Tribune,8
1397,The Chronicle,21
5730,Sunrise Chronicle,20
10425,Global Gazette,10
6624,Daily Beacon,4
8457,Daily Digest,5
4864,The Insight,25
6274,Echo News,6
9356,Star Sentinel,19
6902,Daily Beacon,4
9743,The Herald Tribune,23
3289,Times Today,29
407,Newsflash,16
6765,The Pulse,27
6097,Metro News,13
10057,The Insight,25
1853,The Reporter,28
950,Central Times,1
8701,Voice of the Nation,31
1708,The Chronicle,21
2051,City Times,3
9500,The Reporter,28
8027,Voice of the Nation,31
8545,The Chronicle,21
136,The Daily Dispatch,22
7208,Star Sentinel,19
8799,Press Pulse,18
3990,Express Tribune,8
8748,Sunrise Chronicle,20
10135,Urban News,30
2008,Star Sentinel,19
9893,The Informer,24
9113,Voice of the Nation,31
7441,National Courier,15
7211,Global Gazette,10
5066,The Pulse,27
3639,Central Times,1
8191,The Insight,25
6280,Newsflash,16
2833,Metro News,13
3478,Global Gazette,10
5222,City Beat,2
1250,Daily Beacon,4
6252,Central Times,1
855,Evening Echo,7
9273,City Beat,2
6625,Echo News,6
5934,The Reporter,28
6717,Press Pulse,18
10234,Insider Insights,12
9206,The Insight,25
10269,Voice of the Nation,31
6400,Insider Insights,12
1223,Express Tribune,8
8530,The Pulse,27
7755,Frontline Times,9
3590,Echo News,6
10187,Express Tribune,8
3898,Times Today,29
2816,The Pulse,27
883,Evening Echo,7
3671,The Reporter,28
8845,The Insight,25
2502,Frontline Times,9
7153,Central Times,1
3117,World News Network,32
3834,Voice of the Nation,31
9875,The Reporter,28
4109,City Times,3
7660,Echo News,6
3884,Capital Gazette,0
9884,Echo News,6
4599,The Pulse,27
5347,Voice of the Nation,31
5048,Newsline,17
80,City Beat,2
9393,World News Network,32
4033,The Insight,25
2195,Insider Insights,12
8942,Times Today,29
6919,Insider Insights,12
9584,Press Pulse,18
8508,Frontline Times,9
63,The Observer,26
2323,Daily Digest,5
2367,Daily Beacon,4
4259,Echo News,6
4972,The Pulse,27
294,City Times,3
2657,Express Tribune,8
9853,World News Network,32
8920,Express Tribune,8
6927,City Beat,2
8260,Daily Beacon,4
686,Daily Beacon,4
3514,Daily Beacon,4
7848,Daily Beacon,4
8708,The Observer,26
5519,The Herald Tribune,23
2815,Insider Insights,12
9628,Voice of the Nation,31
4062,Star Sentinel,19
5099,Morning Star,14
2161,The Observer,26
7312,Times Today,29
2554,National Courier,15
7605,The Informer,24
8051,Evening Echo,7
2542,The Insight,25
3373,World News Network,32
9410,Times Today,29
7360,The Insight,25
2116,World News Network,32
2654,Voice of the Nation,31
5119,Metro News,13
355,Frontline Times,9
1339,Echo News,6
8378,Evening Echo,7
5068,Insider Insights,12
6597,Express Tribune,8
7467,The Pulse,27
5822,Daily Beacon,4
4729,The Insight,25
1588,Evening Echo,7
4722,Central Times,1
7838,Sunrise Chronicle,20
531,The Insight,25
4931,The Herald Tribune,23
2943,Voice of the Nation,31
3953,Morning Star,14
1922,Express Tribune,8
2485,City Beat,2
3642,The Daily Dispatch,22
6289,The Chronicle,21
9734,The Chronicle,21
9664,Urban News,30
9755,Newsline,17
2074,Frontline Times,9
2577,Express Tribune,8
9383,The Pulse,27
5905,Express Tribune,8
8513,The Daily Dispatch,22
7229,Daily Beacon,4
4150,City Beat,2
6104,Voice of the Nation,31
6657,Evening Echo,7
3791,Urban News,30
10268,Newsline,17
5529,Global Gazette,10
8248,The Pulse,27
6788,The Observer,26
3670,Echo News,6
9667,The Informer,24
6157,Evening Echo,7
6667,Press Pulse,18
2639,The Observer,26
1060,The Daily Dispatch,22
5777,Newsline,17
468,Global Insight,11
8360,Urban News,30
526,Metro News,13
5624,Insider Insights,12
4971,Central Times,1
1288,The Pulse,27
2242,Daily Beacon,4
5458,The Insight,25
5256,The Daily Dispatch,22
10355,The Reporter,28
5442,Press Pulse,18
1439,Capital Gazette,0
2528,World News Network,32
1331,Sunrise Chronicle,20
4162,Voice of the Nation,31
9450,Metro News,13
1913,Newsflash,16
4700,Frontline Times,9
2676,The Herald Tribune,23
5216,The Pulse,27
9802,City Beat,2
720,Press Pulse,18
21,Star Sentinel,19
6669,Global Gazette,10
4551,The Insight,25
9072,Metro News,13
6024,Central Times,1
789,City Times,3
3372,Metro News,13
2363,The Observer,26
5807,Sunrise Chronicle,20
8669,Capital Gazette,0
2464,The Observer,26
5228,Echo News,6
5774,City Times,3
7883,Insider Insights,12
6207,Morning Star,14
7626,Newsflash,16
1526,The Observer,26
5151,The Pulse,27
5375,Insider Insights,12
9891,Global Insight,11
9191,Daily Beacon,4
9958,Central Times,1
4203,National Courier,15
2300,The Daily Dispatch,22
9746,The Herald Tribune,23
2997,Times Today,29
8834,Central Times,1
2151,Morning Star,14
2169,Press Pulse,18
10164,Daily Digest,5
3056,The Insight,25
8238,Press Pulse,18
7262,Daily Digest,5
1634,The Insight,25
10416,Global Gazette,10
10020,City Beat,2
1943,The Reporter,28
5452,Daily Beacon,4
10192,Urban News,30
1762,Daily Digest,5
6260,Metro News,13
1976,Insider Insights,12
4585,Urban News,30
5745,Metro News,13
8670,Metro News,13
845,Sunrise Chronicle,20
9688,Capital Gazette,0
222,Central Times,1
4300,Newsline,17
5646,Metro News,13
6542,City Beat,2
9321,Evening Echo,7
4602,National Courier,15
8237,The Insight,25
5543,Global Insight,11
3132,National Courier,15
8707,Star Sentinel,19
5999,City Times,3
8079,The Chronicle,21
6073,Central Times,1
119,National Courier,15
6019,Capital Gazette,0
2399,Times Today,29
5852,Global Gazette,10
6138,Frontline Times,9
5421,The Daily Dispatch,22
9343,Times Today,29
8660,Central Times,1
1043,City Times,3
1620,The Informer,24
6188,The Insight,25
4276,Newsline,17
7527,Morning Star,14
3960,Press Pulse,18
1356,Capital Gazette,0
6230,The Daily Dispatch,22
928,The Daily Dispatch,22
2194,Daily Beacon,4
5250,Newsflash,16
7346,National Courier,15
6434,The Observer,26
4671,Times Today,29
6467,Global Gazette,10
1878,National Courier,15
1525,National Courier,15
5662,The Insight,25
4265,The Pulse,27
771,The Chronicle,21
5427,Morning Star,14
161,World News Network,32
4083,The Insight,25
9305,Evening Echo,7
6072,Echo News,6
7551,Newsflash,16
8754,City Beat,2
5154,Morning Star,14
9170,The Insight,25
3894,The Observer,26
8344,The Pulse,27
8656,Daily Beacon,4
749,Newsflash,16
9488,The Pulse,27
2412,The Pulse,27
7800,Urban News,30
9719,Express Tribune,8
3659,Daily Beacon,4
513,Express Tribune,8
4859,City Beat,2
9351,The Chronicle,21
9600,Global Insight,11
5248,Urban News,30
2851,Newsflash,16
5915,Urban News,30
10209,Metro News,13
4453,The Informer,24
8035,Metro News,13
5213,The Chronicle,21
4762,Newsline,17
7664,The Insight,25
5461,Central Times,1
2267,Star Sentinel,19
793,City Times,3
2923,The Informer,24
6419,Echo News,6
10409,The Insight,25
5825,The Chronicle,21
5014,Capital Gazette,0
1778,National Courier,15
5605,Frontline Times,9
4269,Insider Insights,12
9213,Press Pulse,18
921,The Reporter,28
9879,Urban News,30
4895,Star Sentinel,19
655,Newsflash,16
2024,Sunrise Chronicle,20
10098,Star Sentinel,19
866,Times Today,29
3009,The Chronicle,21
1213,The Informer,24
7442,Global Insight,11
4782,Voice of the Nation,31
2698,Evening Echo,7
8718,Star Sentinel,19
1090,Insider Insights,12
7197,World News Network,32
627,The Insight,25
8679,The Insight,25
4481,City Times,3
8091,World News Network,32
3269,Daily Beacon,4
9955,The Informer,24
6631,The Informer,24
4496,Urban News,30
8277,Metro News,13
8137,City Times,3
1099,Echo News,6
6543,Central Times,1
1808,Central Times,1
44,Evening Echo,7
10189,Global Insight,11
8268,Global Gazette,10
2531,Global Gazette,10
7397,Evening Echo,7
3775,The Chronicle,21
3613,The Herald Tribune,23
8386,City Beat,2
2286,Metro News,13
5609,Newsflash,16
3619,Morning Star,14
10484,Morning Star,14
4792,Times Today,29
2472,Evening Echo,7
10317,The Insight,25
5765,Frontline Times,9
1591,Central Times,1
5395,Morning Star,14
699,Metro News,13
5072,Press Pulse,18
10288,The Daily Dispatch,22
7687,Newsline,17
1998,The Insight,25
1621,City Beat,2
5301,The Herald Tribune,23
100,Newsline,17
7798,Global Insight,11
2985,The Observer,26
10281,Morning Star,14
1028,City Beat,2
4448,The Chronicle,21
3765,The Observer,26
4254,The Pulse,27
1340,Sunrise Chronicle,20
4947,World News Network,32
9694,The Informer,24
6067,Press Pulse,18
270,The Insight,25
234,The Insight,25
3505,Express Tribune,8
1949,Star Sentinel,19
3235,National Courier,15
2900,The Pulse,27
8932,Newsline,17
623,Metro News,13
9609,Newsline,17
6738,The Informer,24
4840,Central Times,1
8926,Daily Beacon,4
5857,The Insight,25
2361,Newsline,17
4394,Evening Echo,7
354,Press Pulse,18
6500,Global Insight,11
7265,The Pulse,27
307,The Observer,26
4374,World News Network,32
3624,The Reporter,28
9907,Star Sentinel,19
8014,World News Network,32
110,The Insight,25
7428,Frontline Times,9
10287,Frontline Times,9
2175,City Beat,2
272,The Chronicle,21
8563,The Insight,25
8334,The Insight,25
2048,Times Today,29
1751,The Observer,26
7350,Newsflash,16
5362,Global Gazette,10
1643,Daily Digest,5
8016,Newsline,17
6876,Echo News,6
2540,Global Gazette,10
4256,Morning Star,14
4660,Daily Digest,5
4075,Capital Gazette,0
8921,Sunrise Chronicle,20
1818,The Observer,26
3696,The Insight,25
1614,Capital Gazette,0
10091,Echo News,6
4768,Echo News,6
140,Daily Beacon,4
3193,The Pulse,27
3564,Times Today,29
5457,The Herald Tribune,23
1352,Central Times,1
10419,The Reporter,28
8240,The Reporter,28
2158,The Observer,26
5433,Global Insight,11
10006,Times Today,29
9985,City Times,3
2729,The Reporter,28
8217,Daily Digest,5
1715,Daily Digest,5
2773,The Insight,25
3733,The Reporter,28
2722,Times Today,29
1161,Press Pulse,18
683,Times Today,29
7548,The Daily Dispatch,22
481,Star Sentinel,19
1917,Star Sentinel,19
10258,Insider Insights,12
3141,Daily Digest,5
7650,World News Network,32
1021,City Times,3
10452,Sunrise Chronicle,20
1358,Global Insight,11
9288,The Pulse,27
79,Frontline Times,9
5676,Newsflash,16
8532,Daily Beacon,4
6268,Insider Insights,12
4659,The Reporter,28
1549,The Reporter,28
6322,Newsline,17
4912,The Daily Dispatch,22
5052,Express Tribune,8
6757,National Courier,15
1384,Central Times,1
7845,Times Today,29
4685,World News Network,32
3810,Newsflash,16
5946,City Beat,2
8161,Evening Echo,7
2326,Global Insight,11
3692,Express Tribune,8
4450,The Informer,24
4002,Evening Echo,7
6409,World News Network,32
298,The Herald Tribune,23
1225,Echo News,6
919,National Courier,15
9415,Evening Echo,7
3128,Insider Insights,12
7328,City Beat,2
9900,The Observer,26
3175,Press Pulse,18
2655,World News Network,32
1561,The Observer,26
5949,City Times,3
1720,World News Network,32
1618,Capital Gazette,0
2244,World News Network,32
2648,Press Pulse,18
7857,Global Insight,11
5139,Times Today,29
7495,Central Times,1
796,The Insight,25
7451,The Herald Tribune,23
9916,Metro News,13
4560,The Observer,26
9368,The Daily Dispatch,22
2738,The Insight,25
3109,The Reporter,28
4383,Voice of the Nation,31
8687,Metro News,13
320,Capital Gazette,0
1319,The Pulse,27
4940,Morning Star,14
8381,Voice of the Nation,31
7369,Daily Beacon,4
3842,Insider Insights,12
3151,The Pulse,27
2826,The Chronicle,21
7528,Express Tribune,8
3232,Central Times,1
1914,Newsline,17
6764,Frontline Times,9
4280,Times Today,29
1198,Star Sentinel,19
6064,Urban News,30
5368,The Reporter,28
6054,Newsline,17
675,World News Network,32
3562,Daily Digest,5
4278,Newsflash,16
3055,The Daily Dispatch,22
2862,City Times,3
9012,The Reporter,28
5079,The Insight,25
4231,National Courier,15
6321,Newsflash,16
3935,Insider Insights,12
695,Morning Star,14
1840,Evening Echo,7
1982,Capital Gazette,0
201,The Daily Dispatch,22
6147,Frontline Times,9
2104,Newsflash,16
3527,Voice of the Nation,31
4443,Sunrise Chronicle,20
7581,Insider Insights,12
2372,Press Pulse,18
6112,The Herald Tribune,23
2958,Sunrise Chronicle,20
9446,The Daily Dispatch,22
1440,Insider Insights,12
7497,World News Network,32
9274,Insider Insights,12
4684,The Daily Dispatch,22
8477,The Insight,25
3184,Morning Star,14
2887,The Observer,26
2610,Daily Beacon,4
2288,Frontline Times,9
412,Daily Beacon,4
6068,National Courier,15
1673,Newsflash,16
1458,City Beat,2
9989,The Reporter,28
3387,The Pulse,27
3294,Echo News,6
4954,Daily Digest,5
3728,Newsline,17
9632,World News Network,32
7048,Morning Star,14
9070,The Observer,26
9157,Daily Beacon,4
6392,Sunrise Chronicle,20
9668,Capital Gazette,0
3907,Frontline Times,9
8221,The Informer,24
7071,Times Today,29
4025,Insider Insights,12
2067,City Beat,2
1371,Global Gazette,10
10344,Voice of the Nation,31
1926,The Insight,25
7657,City Times,3
9800,Global Gazette,10
6599,Daily Digest,5
8588,Press Pulse,18
2535,The Informer,24
9972,The Insight,25
2466,The Informer,24
5158,Newsflash,16
8557,Sunrise Chronicle,20
2282,Press Pulse,18
5053,Daily Digest,5
1515,Global Insight,11
4445,Voice of the Nation,31
2315,Times Today,29
6454,The Informer,24
4213,Sunrise Chronicle,20
372,Capital Gazette,0
826,Voice of the Nation,31
54,City Beat,2
8020,Global Insight,11
4022,The Pulse,27
3407,Frontline Times,9
6544,Daily Digest,5
9267,City Beat,2
8758,Newsflash,16
2238,The Chronicle,21
4678,Express Tribune,8
10297,Global Insight,11
5460,Times Today,29
8351,Daily Beacon,4
5809,Frontline Times,9
8441,Echo News,6
3874,Urban News,30
592,Star Sentinel,19
2605,Capital Gazette,0
8184,Times Today,29
6734,Insider Insights,12
2331,Newsflash,16
9018,Central Times,1
6330,Global Gazette,10
4505,Morning Star,14
7424,Express Tribune,8
1512,The Herald Tribune,23
3820,Frontline Times,9
4382,The Insight,25
