ID,Valores,Valores_codificados
2347,REAL,1
6806,FAKE,0
10377,FAKE,0
2919,REAL,1
7126,FAKE,0
6570,FAKE,0
4302,REAL,1
7988,FAKE,0
1306,REAL,1
10393,FAKE,0
4990,REAL,1
1217,REAL,1
5459,FAKE,0
6881,FAKE,0
2824,REAL,1
8267,FAKE,0
5507,FAKE,0
5493,FAKE,0
991,REAL,1
6217,FAKE,0
2223,REAL,1
1229,REAL,1
1023,REAL,1
5894,FAKE,0
4011,REAL,1
3509,REAL,1
10286,FAKE,0
9197,FAKE,0
7473,FAKE,0
6266,FAKE,0
9944,FAKE,0
9840,FAKE,0
1716,REAL,1
840,REAL,1
8953,FAKE,0
5887,FAKE,0
2082,REAL,1
7144,FAKE,0
5741,FAKE,0
3219,REAL,1
8402,FAKE,0
1924,REAL,1
9692,FAKE,0
3580,REAL,1
4697,REAL,1
4928,REAL,1
9971,FAKE,0
1315,REAL,1
9235,FAKE,0
3963,REAL,1
6375,FAKE,0
9704,FAKE,0
6994,FAKE,0
1366,REAL,1
6681,FAKE,0
7668,FAKE,0
5143,REAL,1
6755,FAKE,0
6117,FAKE,0
4791,REAL,1
8650,FAKE,0
680,REAL,1
9703,FAKE,0
6486,FAKE,0
4900,REAL,1
9454,FAKE,0
1942,REAL,1
8924,FAKE,0
10474,FAKE,0
6458,FAKE,0
7949,FAKE,0
716,REAL,1
3153,REAL,1
647,REAL,1
6548,FAKE,0
4334,REAL,1
1769,REAL,1
117,REAL,1
6647,FAKE,0
196,REAL,1
1548,REAL,1
9334,FAKE,0
5259,REAL,1
6709,FAKE,0
566,REAL,1
7797,FAKE,0
6645,FAKE,0
339,REAL,1
10514,FAKE,0
3321,REAL,1
10149,FAKE,0
4339,REAL,1
5883,FAKE,0
3832,REAL,1
572,REAL,1
8775,FAKE,0
1125,REAL,1
4131,REAL,1
3840,REAL,1
7696,FAKE,0
2255,REAL,1
5367,FAKE,0
3689,REAL,1
8829,FAKE,0
3063,REAL,1
1547,REAL,1
9025,FAKE,0
4271,REAL,1
4183,REAL,1
4160,REAL,1
7678,FAKE,0
1397,REAL,1
5730,FAKE,0
10425,FAKE,0
6624,FAKE,0
8457,FAKE,0
4864,REAL,1
6274,FAKE,0
9356,FAKE,0
6902,FAKE,0
9743,FAKE,0
3289,REAL,1
407,REAL,1
6765,FAKE,0
6097,FAKE,0
10057,FAKE,0
1853,REAL,1
950,REAL,1
8701,FAKE,0
1708,REAL,1
2051,REAL,1
9500,FAKE,0
8027,FAKE,0
8545,FAKE,0
136,REAL,1
7208,FAKE,0
8799,FAKE,0
3990,REAL,1
8748,FAKE,0
10135,FAKE,0
2008,REAL,1
9893,FAKE,0
9113,FAKE,0
7441,FAKE,0
7211,FAKE,0
5066,REAL,1
3639,REAL,1
8191,FAKE,0
6280,FAKE,0
2833,REAL,1
3478,REAL,1
5222,REAL,1
1250,REAL,1
6252,FAKE,0
855,REAL,1
9273,FAKE,0
6625,FAKE,0
5934,FAKE,0
6717,FAKE,0
10234,FAKE,0
9206,FAKE,0
10269,FAKE,0
6400,FAKE,0
1223,REAL,1
8530,FAKE,0
7755,FAKE,0
3590,REAL,1
10187,FAKE,0
3898,REAL,1
2816,REAL,1
883,REAL,1
3671,REAL,1
8845,FAKE,0
2502,REAL,1
7153,FAKE,0
3117,REAL,1
3834,REAL,1
9875,FAKE,0
4109,REAL,1
7660,FAKE,0
3884,REAL,1
9884,FAKE,0
4599,REAL,1
5347,FAKE,0
5048,REAL,1
80,REAL,1
9393,FAKE,0
4033,REAL,1
2195,REAL,1
8942,FAKE,0
6919,FAKE,0
9584,FAKE,0
8508,FAKE,0
63,REAL,1
2323,REAL,1
2367,REAL,1
4259,REAL,1
4972,REAL,1
294,REAL,1
2657,REAL,1
9853,FAKE,0
8920,FAKE,0
6927,FAKE,0
8260,FAKE,0
686,REAL,1
3514,REAL,1
7848,FAKE,0
8708,FAKE,0
5519,FAKE,0
2815,REAL,1
9628,FAKE,0
4062,REAL,1
5099,REAL,1
2161,REAL,1
7312,FAKE,0
2554,REAL,1
7605,FAKE,0
8051,FAKE,0
2542,REAL,1
3373,REAL,1
9410,FAKE,0
7360,FAKE,0
2116,REAL,1
2654,REAL,1
5119,REAL,1
355,REAL,1
1339,REAL,1
8378,FAKE,0
5068,REAL,1
6597,FAKE,0
7467,FAKE,0
5822,FAKE,0
4729,REAL,1
1588,REAL,1
4722,REAL,1
7838,FAKE,0
531,REAL,1
4931,REAL,1
2943,REAL,1
3953,REAL,1
1922,REAL,1
2485,REAL,1
3642,REAL,1
6289,FAKE,0
9734,FAKE,0
9664,FAKE,0
9755,FAKE,0
2074,REAL,1
2577,REAL,1
9383,FAKE,0
5905,FAKE,0
8513,FAKE,0
7229,FAKE,0
4150,REAL,1
6104,FAKE,0
6657,FAKE,0
3791,REAL,1
10268,FAKE,0
5529,FAKE,0
8248,FAKE,0
6788,FAKE,0
3670,REAL,1
9667,FAKE,0
6157,FAKE,0
6667,FAKE,0
2639,REAL,1
1060,REAL,1
5777,FAKE,0
468,REAL,1
8360,FAKE,0
526,REAL,1
5624,FAKE,0
4971,REAL,1
1288,REAL,1
2242,REAL,1
5458,FAKE,0
5256,REAL,1
10355,FAKE,0
5442,FAKE,0
1439,REAL,1
2528,REAL,1
1331,REAL,1
4162,REAL,1
9450,FAKE,0
1913,REAL,1
4700,REAL,1
2676,REAL,1
5216,REAL,1
9802,FAKE,0
720,REAL,1
21,REAL,1
6669,FAKE,0
4551,REAL,1
9072,FAKE,0
6024,FAKE,0
789,REAL,1
3372,REAL,1
2363,REAL,1
5807,FAKE,0
8669,FAKE,0
2464,REAL,1
5228,REAL,1
5774,FAKE,0
7883,FAKE,0
6207,FAKE,0
7626,FAKE,0
1526,REAL,1
5151,REAL,1
5375,FAKE,0
9891,FAKE,0
9191,FAKE,0
9958,FAKE,0
4203,REAL,1
2300,REAL,1
9746,FAKE,0
2997,REAL,1
8834,FAKE,0
2151,REAL,1
2169,REAL,1
10164,FAKE,0
3056,REAL,1
8238,FAKE,0
7262,FAKE,0
1634,REAL,1
10416,FAKE,0
10020,FAKE,0
1943,REAL,1
5452,FAKE,0
10192,FAKE,0
1762,REAL,1
6260,FAKE,0
1976,REAL,1
4585,REAL,1
5745,FAKE,0
8670,FAKE,0
845,REAL,1
9688,FAKE,0
222,REAL,1
4300,REAL,1
5646,FAKE,0
6542,FAKE,0
9321,FAKE,0
4602,REAL,1
8237,FAKE,0
5543,FAKE,0
3132,REAL,1
8707,FAKE,0
5999,FAKE,0
8079,FAKE,0
6073,FAKE,0
119,REAL,1
6019,FAKE,0
2399,REAL,1
5852,FAKE,0
6138,FAKE,0
5421,FAKE,0
9343,FAKE,0
8660,FAKE,0
1043,REAL,1
1620,REAL,1
6188,FAKE,0
4276,REAL,1
7527,FAKE,0
3960,REAL,1
1356,REAL,1
6230,FAKE,0
928,REAL,1
2194,REAL,1
5250,REAL,1
7346,FAKE,0
6434,FAKE,0
4671,REAL,1
6467,FAKE,0
1878,REAL,1
1525,REAL,1
5662,FAKE,0
4265,REAL,1
771,REAL,1
5427,FAKE,0
161,REAL,1
4083,REAL,1
9305,FAKE,0
6072,FAKE,0
7551,FAKE,0
8754,FAKE,0
5154,REAL,1
9170,FAKE,0
3894,REAL,1
8344,FAKE,0
8656,FAKE,0
749,REAL,1
9488,FAKE,0
2412,REAL,1
7800,FAKE,0
9719,FAKE,0
3659,REAL,1
513,REAL,1
4859,REAL,1
9351,FAKE,0
9600,FAKE,0
5248,REAL,1
2851,REAL,1
5915,FAKE,0
10209,FAKE,0
4453,REAL,1
8035,FAKE,0
5213,REAL,1
4762,REAL,1
7664,FAKE,0
5461,FAKE,0
2267,REAL,1
793,REAL,1
2923,REAL,1
6419,FAKE,0
10409,FAKE,0
5825,FAKE,0
5014,REAL,1
1778,REAL,1
5605,FAKE,0
4269,REAL,1
9213,FAKE,0
921,REAL,1
9879,FAKE,0
4895,REAL,1
655,REAL,1
2024,REAL,1
10098,FAKE,0
866,REAL,1
3009,REAL,1
1213,REAL,1
7442,FAKE,0
4782,REAL,1
2698,REAL,1
8718,FAKE,0
1090,REAL,1
7197,FAKE,0
627,REAL,1
8679,FAKE,0
4481,REAL,1
8091,FAKE,0
3269,REAL,1
9955,FAKE,0
6631,FAKE,0
4496,REAL,1
8277,FAKE,0
8137,FAKE,0
1099,REAL,1
6543,FAKE,0
1808,REAL,1
44,REAL,1
10189,FAKE,0
8268,FAKE,0
2531,REAL,1
7397,FAKE,0
3775,REAL,1
3613,REAL,1
8386,FAKE,0
2286,REAL,1
5609,FAKE,0
3619,REAL,1
10484,FAKE,0
4792,REAL,1
2472,REAL,1
10317,FAKE,0
5765,FAKE,0
1591,REAL,1
5395,FAKE,0
699,REAL,1
5072,REAL,1
10288,FAKE,0
7687,FAKE,0
1998,REAL,1
1621,REAL,1
5301,FAKE,0
100,REAL,1
7798,FAKE,0
2985,REAL,1
10281,FAKE,0
1028,REAL,1
4448,REAL,1
3765,REAL,1
4254,REAL,1
1340,REAL,1
4947,REAL,1
9694,FAKE,0
6067,FAKE,0
270,REAL,1
234,REAL,1
3505,REAL,1
1949,REAL,1
3235,REAL,1
2900,REAL,1
8932,FAKE,0
623,REAL,1
9609,FAKE,0
6738,FAKE,0
4840,REAL,1
8926,FAKE,0
5857,FAKE,0
2361,REAL,1
4394,REAL,1
354,REAL,1
6500,FAKE,0
7265,FAKE,0
307,REAL,1
4374,REAL,1
3624,REAL,1
9907,FAKE,0
8014,FAKE,0
110,REAL,1
7428,FAKE,0
10287,FAKE,0
2175,REAL,1
272,REAL,1
8563,FAKE,0
8334,FAKE,0
2048,REAL,1
1751,REAL,1
7350,FAKE,0
5362,FAKE,0
1643,REAL,1
8016,FAKE,0
6876,FAKE,0
2540,REAL,1
4256,REAL,1
4660,REAL,1
4075,REAL,1
8921,FAKE,0
1818,REAL,1
3696,REAL,1
1614,REAL,1
10091,FAKE,0
4768,REAL,1
140,REAL,1
3193,REAL,1
3564,REAL,1
5457,FAKE,0
1352,REAL,1
10419,FAKE,0
8240,FAKE,0
2158,REAL,1
5433,FAKE,0
10006,FAKE,0
9985,FAKE,0
2729,REAL,1
8217,FAKE,0
1715,REAL,1
2773,REAL,1
3733,REAL,1
2722,REAL,1
1161,REAL,1
683,REAL,1
7548,FAKE,0
481,REAL,1
1917,REAL,1
10258,FAKE,0
3141,REAL,1
7650,FAKE,0
1021,REAL,1
10452,FAKE,0
1358,REAL,1
9288,FAKE,0
79,REAL,1
5676,FAKE,0
8532,FAKE,0
6268,FAKE,0
4659,REAL,1
1549,REAL,1
6322,FAKE,0
4912,REAL,1
5052,REAL,1
6757,FAKE,0
1384,REAL,1
7845,FAKE,0
4685,REAL,1
3810,REAL,1
5946,FAKE,0
8161,FAKE,0
2326,REAL,1
3692,REAL,1
4450,REAL,1
4002,REAL,1
6409,FAKE,0
298,REAL,1
1225,REAL,1
919,REAL,1
9415,FAKE,0
3128,REAL,1
7328,FAKE,0
9900,FAKE,0
3175,REAL,1
2655,REAL,1
1561,REAL,1
5949,FAKE,0
1720,REAL,1
1618,REAL,1
2244,REAL,1
2648,REAL,1
7857,FAKE,0
5139,REAL,1
7495,FAKE,0
796,REAL,1
7451,FAKE,0
9916,FAKE,0
4560,REAL,1
9368,FAKE,0
2738,REAL,1
3109,REAL,1
4383,REAL,1
8687,FAKE,0
320,REAL,1
1319,REAL,1
4940,REAL,1
8381,FAKE,0
7369,FAKE,0
3842,REAL,1
3151,REAL,1
2826,REAL,1
7528,FAKE,0
3232,REAL,1
1914,REAL,1
6764,FAKE,0
4280,REAL,1
1198,REAL,1
6064,FAKE,0
5368,FAKE,0
6054,FAKE,0
675,REAL,1
3562,REAL,1
4278,REAL,1
3055,REAL,1
2862,REAL,1
9012,FAKE,0
5079,REAL,1
4231,REAL,1
6321,FAKE,0
3935,REAL,1
695,REAL,1
1840,REAL,1
1982,REAL,1
201,REAL,1
6147,FAKE,0
2104,REAL,1
3527,REAL,1
4443,REAL,1
7581,FAKE,0
2372,REAL,1
6112,FAKE,0
2958,REAL,1
9446,FAKE,0
1440,REAL,1
7497,FAKE,0
9274,FAKE,0
4684,REAL,1
8477,FAKE,0
3184,REAL,1
2887,REAL,1
2610,REAL,1
2288,REAL,1
412,REAL,1
6068,FAKE,0
1673,REAL,1
1458,REAL,1
9989,FAKE,0
3387,REAL,1
3294,REAL,1
4954,REAL,1
3728,REAL,1
9632,FAKE,0
7048,FAKE,0
9070,FAKE,0
9157,FAKE,0
6392,FAKE,0
9668,FAKE,0
3907,REAL,1
8221,FAKE,0
7071,FAKE,0
4025,REAL,1
2067,REAL,1
1371,REAL,1
10344,FAKE,0
1926,REAL,1
7657,FAKE,0
9800,FAKE,0
6599,FAKE,0
8588,FAKE,0
2535,REAL,1
9972,FAKE,0
2466,REAL,1
5158,REAL,1
8557,FAKE,0
2282,REAL,1
5053,REAL,1
1515,REAL,1
4445,REAL,1
2315,REAL,1
6454,FAKE,0
4213,REAL,1
372,REAL,1
826,REAL,1
54,REAL,1
8020,FAKE,0
4022,REAL,1
3407,REAL,1
6544,FAKE,0
9267,FAKE,0
8758,FAKE,0
2238,REAL,1
4678,REAL,1
10297,FAKE,0
5460,FAKE,0
8351,FAKE,0
5809,FAKE,0
8441,FAKE,0
3874,REAL,1
592,REAL,1
2605,REAL,1
8184,FAKE,0
6734,FAKE,0
2331,REAL,1
9018,FAKE,0
6330,FAKE,0
4505,REAL,1
7424,FAKE,0
1512,REAL,1
3820,REAL,1
4382,REAL,1
1425,REAL,1
6732,FAKE,0
2213,REAL,1
6705,FAKE,0
7603,FAKE,0
7980,FAKE,0
1123,REAL,1
9954,FAKE,0
9371,FAKE,0
7690,FAKE,0
8148,FAKE,0
5975,FAKE,0
10473,FAKE,0
10540,FAKE,0
4168,REAL,1
4279,REAL,1
2465,REAL,1
1492,REAL,1
6604,FAKE,0
6386,FAKE,0
6805,FAKE,0
8972,FAKE,0
10533,FAKE,0
9992,FAKE,0
4187,REAL,1
870,REAL,1
7031,FAKE,0
2904,REAL,1
4887,REAL,1
4338,REAL,1
2176,REAL,1
7843,FAKE,0
75,REAL,1
2647,REAL,1
3983,REAL,1
6402,FAKE,0
9690,FAKE,0
7213,FAKE,0
7821,FAKE,0
3966,REAL,1
4924,REAL,1
2396,REAL,1
7164,FAKE,0
352,REAL,1
7284,FAKE,0
1550,REAL,1
4182,REAL,1
3989,REAL,1
1925,REAL,1
7112,FAKE,0
2428,REAL,1
9047,FAKE,0
6578,FAKE,0
1961,REAL,1
3929,REAL,1
8990,FAKE,0
4314,REAL,1
4785,REAL,1
3822,REAL,1
4521,REAL,1
2967,REAL,1
6296,FAKE,0
1373,REAL,1
9484,FAKE,0
10078,FAKE,0
3260,REAL,1
9642,FAKE,0
10058,FAKE,0
8490,FAKE,0
897,REAL,1
6134,FAKE,0
1355,REAL,1
1148,REAL,1
4312,REAL,1
8677,FAKE,0
3359,REAL,1
2559,REAL,1
10038,FAKE,0
9583,FAKE,0
9478,FAKE,0
6334,FAKE,0
5263,REAL,1
5882,FAKE,0
1603,REAL,1
9144,FAKE,0
862,REAL,1
8747,FAKE,0
5160,REAL,1
7386,FAKE,0
4185,REAL,1
4835,REAL,1
10068,FAKE,0
10053,FAKE,0
8222,FAKE,0
803,REAL,1
6610,FAKE,0
5423,FAKE,0
9085,FAKE,0
1491,REAL,1
816,REAL,1
503,REAL,1
785,REAL,1
2440,REAL,1
8243,FAKE,0
2721,REAL,1
3092,REAL,1
2793,REAL,1
6512,FAKE,0
7083,FAKE,0
6796,FAKE,0
7805,FAKE,0
2686,REAL,1
9987,FAKE,0
5789,FAKE,0
7825,FAKE,0
3538,REAL,1
6363,FAKE,0
4205,REAL,1
6875,FAKE,0
3307,REAL,1
1953,REAL,1
8818,FAKE,0
5446,FAKE,0
9931,FAKE,0
4827,REAL,1
3430,REAL,1
6853,FAKE,0
6349,FAKE,0
7034,FAKE,0
3528,REAL,1
2972,REAL,1
4085,REAL,1
2741,REAL,1
6263,FAKE,0
2026,REAL,1
9312,FAKE,0
6526,FAKE,0
6571,FAKE,0
4018,REAL,1
3131,REAL,1
8698,FAKE,0
7830,FAKE,0
9782,FAKE,0
6553,FAKE,0
571,REAL,1
3722,REAL,1
4584,REAL,1
4198,REAL,1
5095,REAL,1
2854,REAL,1
2079,REAL,1
3350,REAL,1
6976,FAKE,0
8634,FAKE,0
7003,FAKE,0
6844,FAKE,0
2663,REAL,1
3061,REAL,1
8185,FAKE,0
4103,REAL,1
598,REAL,1
2550,REAL,1
6592,FAKE,0
948,REAL,1
6453,FAKE,0
7816,FAKE,0
4975,REAL,1
7792,FAKE,0
3183,REAL,1
1852,REAL,1
827,REAL,1
2737,REAL,1
5290,FAKE,0
2287,REAL,1
6121,FAKE,0
1501,REAL,1
9517,FAKE,0
8281,FAKE,0
1035,REAL,1
5150,REAL,1
3861,REAL,1
3227,REAL,1
9399,FAKE,0
8298,FAKE,0
1608,REAL,1
4814,REAL,1
2612,REAL,1
113,REAL,1
9858,FAKE,0
103,REAL,1
227,REAL,1
1207,REAL,1
8937,FAKE,0
2726,REAL,1
4139,REAL,1
615,REAL,1
10173,FAKE,0
6892,FAKE,0
4643,REAL,1
2895,REAL,1
9363,FAKE,0
1794,REAL,1
5820,FAKE,0
1263,REAL,1
7020,FAKE,0
8609,FAKE,0
10384,FAKE,0
3214,REAL,1
7002,FAKE,0
1843,REAL,1
7055,FAKE,0
6047,FAKE,0
7602,FAKE,0
5447,FAKE,0
10339,FAKE,0
1001,REAL,1
6411,FAKE,0
8890,FAKE,0
1104,REAL,1
7446,FAKE,0
3451,REAL,1
9596,FAKE,0
6781,FAKE,0
9178,FAKE,0
5047,REAL,1
4664,REAL,1
7574,FAKE,0
4757,REAL,1
10139,FAKE,0
2881,REAL,1
1528,REAL,1
990,REAL,1
8783,FAKE,0
2962,REAL,1
5449,FAKE,0
218,REAL,1
10156,FAKE,0
10433,FAKE,0
3233,REAL,1
6727,FAKE,0
8856,FAKE,0
4501,REAL,1
5668,FAKE,0
10263,FAKE,0
6799,FAKE,0
1946,REAL,1
6840,FAKE,0
4005,REAL,1
8406,FAKE,0
1309,REAL,1
2774,REAL,1
7076,FAKE,0
10155,FAKE,0
5795,FAKE,0
2662,REAL,1
6156,FAKE,0
2607,REAL,1
4329,REAL,1
4172,REAL,1
6614,FAKE,0
1899,REAL,1
7546,FAKE,0
2247,REAL,1
10361,FAKE,0
6836,FAKE,0
1029,REAL,1
2030,REAL,1
2207,REAL,1
6967,FAKE,0
202,REAL,1
9538,FAKE,0
5961,FAKE,0
9752,FAKE,0
7117,FAKE,0
6161,FAKE,0
2504,REAL,1
9466,FAKE,0
8271,FAKE,0
6596,FAKE,0
8170,FAKE,0
3216,REAL,1
4201,REAL,1
4192,REAL,1
9850,FAKE,0
3598,REAL,1
10244,FAKE,0
5837,FAKE,0
2787,REAL,1
9229,FAKE,0
8556,FAKE,0
2966,REAL,1
1433,REAL,1
328,REAL,1
4723,REAL,1
7927,FAKE,0
802,REAL,1
1026,REAL,1
1459,REAL,1
5366,FAKE,0
9673,FAKE,0
10498,FAKE,0
2439,REAL,1
864,REAL,1
4128,REAL,1
662,REAL,1
8430,FAKE,0
1220,REAL,1
9624,FAKE,0
8211,FAKE,0
4099,REAL,1
878,REAL,1
5304,FAKE,0
92,REAL,1
1545,REAL,1
3517,REAL,1
10414,FAKE,0
6109,FAKE,0
6456,FAKE,0
7431,FAKE,0
9078,FAKE,0
8054,FAKE,0
5252,REAL,1
219,REAL,1
10223,FAKE,0
6802,FAKE,0
6951,FAKE,0
3003,REAL,1
6855,FAKE,0
3548,REAL,1
2050,REAL,1
4210,REAL,1
8128,FAKE,0
4414,REAL,1
8825,FAKE,0
3159,REAL,1
6388,FAKE,0
4638,REAL,1
5094,REAL,1
3223,REAL,1
3049,REAL,1
9536,FAKE,0
7081,FAKE,0
8901,FAKE,0
6219,FAKE,0
6126,FAKE,0
8063,FAKE,0
935,REAL,1
5618,FAKE,0
6084,FAKE,0
9790,FAKE,0
8962,FAKE,0
1623,REAL,1
3385,REAL,1
2861,REAL,1
1774,REAL,1
10308,FAKE,0
8408,FAKE,0
3250,REAL,1
817,REAL,1
6440,FAKE,0
10210,FAKE,0
4720,REAL,1
9042,FAKE,0
9389,FAKE,0
8117,FAKE,0
5469,FAKE,0
6110,FAKE,0
8916,FAKE,0
6412,FAKE,0
10547,FAKE,0
3200,REAL,1
5221,REAL,1
4626,REAL,1
2996,REAL,1
5957,FAKE,0
1649,REAL,1
3416,REAL,1
3802,REAL,1
6885,FAKE,0
1145,REAL,1
5478,FAKE,0
4069,REAL,1
6819,FAKE,0
3853,REAL,1
7179,FAKE,0
8163,FAKE,0
6666,FAKE,0
1396,REAL,1
9540,FAKE,0
2959,REAL,1
9539,FAKE,0
361,REAL,1
1122,REAL,1
10070,FAKE,0
1821,REAL,1
10175,FAKE,0
2423,REAL,1
5242,REAL,1
3738,REAL,1
2745,REAL,1
523,REAL,1
5381,FAKE,0
2007,REAL,1
9706,FAKE,0
3571,REAL,1
1170,REAL,1
9914,FAKE,0
7611,FAKE,0
9712,FAKE,0
8419,FAKE,0
10387,FAKE,0
8619,FAKE,0
1074,REAL,1
9637,FAKE,0
7129,FAKE,0
10543,FAKE,0
10526,FAKE,0
6239,FAKE,0
3121,REAL,1
5968,FAKE,0
4206,REAL,1
10102,FAKE,0
6776,FAKE,0
3714,REAL,1
5794,FAKE,0
7977,FAKE,0
7639,FAKE,0
1333,REAL,1
8440,FAKE,0
6255,FAKE,0
1578,REAL,1
4800,REAL,1
2037,REAL,1
8537,FAKE,0
4793,REAL,1
4440,REAL,1
1195,REAL,1
9543,FAKE,0
5689,FAKE,0
4942,REAL,1
1730,REAL,1
2261,REAL,1
2841,REAL,1
6311,FAKE,0
2113,REAL,1
1219,REAL,1
3259,REAL,1
5599,FAKE,0
7387,FAKE,0
6137,FAKE,0
3220,REAL,1
6259,FAKE,0
5436,FAKE,0
3816,REAL,1
3890,REAL,1
3716,REAL,1
7557,FAKE,0
2142,REAL,1
6962,FAKE,0
2976,REAL,1
7756,FAKE,0
2040,REAL,1
6514,FAKE,0
7224,FAKE,0
2549,REAL,1
4977,REAL,1
9140,FAKE,0
2296,REAL,1
5769,FAKE,0
3685,REAL,1
2420,REAL,1
7788,FAKE,0
530,REAL,1
8166,FAKE,0
3203,REAL,1
3891,REAL,1
6235,FAKE,0
4965,REAL,1
5380,FAKE,0
7600,FAKE,0
6595,FAKE,0
2431,REAL,1
441,REAL,1
6767,FAKE,0
8026,FAKE,0
729,REAL,1
5874,FAKE,0
6249,FAKE,0
659,REAL,1
2759,REAL,1
7364,FAKE,0
8337,FAKE,0
731,REAL,1
3270,REAL,1
5514,FAKE,0
6641,FAKE,0
3224,REAL,1
2402,REAL,1
7306,FAKE,0
9414,FAKE,0
9003,FAKE,0
721,REAL,1
4399,REAL,1
2098,REAL,1
6636,FAKE,0
4728,REAL,1
3022,REAL,1
859,REAL,1
1759,REAL,1
8675,FAKE,0
4635,REAL,1
5929,FAKE,0
1699,REAL,1
1735,REAL,1
7128,FAKE,0
7427,FAKE,0
7566,FAKE,0
2163,REAL,1
5397,FAKE,0
9435,FAKE,0
5435,FAKE,0
3885,REAL,1
4856,REAL,1
6447,FAKE,0
960,REAL,1
7866,FAKE,0
3488,REAL,1
1091,REAL,1
5348,FAKE,0
2791,REAL,1
1032,REAL,1
4710,REAL,1
10424,FAKE,0
618,REAL,1
3774,REAL,1
3585,REAL,1
459,REAL,1
7342,FAKE,0
3850,REAL,1
6177,FAKE,0
9142,FAKE,0
1916,REAL,1
9207,FAKE,0
8533,FAKE,0
7799,FAKE,0
4251,REAL,1
8152,FAKE,0
9346,FAKE,0
2525,REAL,1
1370,REAL,1
9370,FAKE,0
5700,FAKE,0
2534,REAL,1
1009,REAL,1
8601,FAKE,0
4761,REAL,1
1568,REAL,1
175,REAL,1
5586,FAKE,0
8393,FAKE,0
3135,REAL,1
3116,REAL,1
3352,REAL,1
548,REAL,1
3679,REAL,1
6978,FAKE,0
6105,FAKE,0
4948,REAL,1
5393,FAKE,0
1574,REAL,1
2929,REAL,1
9797,FAKE,0
1110,REAL,1
1626,REAL,1
8955,FAKE,0
5879,FAKE,0
6508,FAKE,0
2159,REAL,1
2183,REAL,1
4032,REAL,1
4132,REAL,1
9605,FAKE,0
2360,REAL,1
6737,FAKE,0
4508,REAL,1
1679,REAL,1
6774,FAKE,0
2233,REAL,1
410,REAL,1
3489,REAL,1
4623,REAL,1
2080,REAL,1
10083,FAKE,0
3792,REAL,1
2770,REAL,1
9076,FAKE,0
221,REAL,1
2766,REAL,1
7266,FAKE,0
4622,REAL,1
8124,FAKE,0
620,REAL,1
1656,REAL,1
7534,FAKE,0
6878,FAKE,0
1264,REAL,1
6451,FAKE,0
4820,REAL,1
6470,FAKE,0
6523,FAKE,0
7840,FAKE,0
1583,REAL,1
2017,REAL,1
3267,REAL,1
1468,REAL,1
4395,REAL,1
8318,FAKE,0
5218,REAL,1
9270,FAKE,0
4982,REAL,1
9666,FAKE,0
6583,FAKE,0
703,REAL,1
9846,FAKE,0
10029,FAKE,0
8377,FAKE,0
850,REAL,1
5039,REAL,1
10313,FAKE,0
3507,REAL,1
2529,REAL,1
2872,REAL,1
9214,FAKE,0
6149,FAKE,0
8512,FAKE,0
9895,FAKE,0
651,REAL,1
4090,REAL,1
3337,REAL,1
3796,REAL,1
1221,REAL,1
6530,FAKE,0
3477,REAL,1
4138,REAL,1
7893,FAKE,0
4822,REAL,1
3752,REAL,1
4615,REAL,1
4082,REAL,1
8388,FAKE,0
3066,REAL,1
1305,REAL,1
3085,REAL,1
5642,FAKE,0
2723,REAL,1
4849,REAL,1
2879,REAL,1
2979,REAL,1
8848,FAKE,0
7066,FAKE,0
1088,REAL,1
8301,FAKE,0
7572,FAKE,0
5178,REAL,1
1906,REAL,1
2046,REAL,1
6627,FAKE,0
537,REAL,1
2990,REAL,1
3920,REAL,1
10321,FAKE,0
1740,REAL,1
5866,FAKE,0
873,REAL,1
3909,REAL,1
8463,FAKE,0
527,REAL,1
1369,REAL,1
7936,FAKE,0
5811,FAKE,0
617,REAL,1
7973,FAKE,0
879,REAL,1
4105,REAL,1
1828,REAL,1
7606,FAKE,0
9306,FAKE,0
6811,FAKE,0
688,REAL,1
10097,FAKE,0
7186,FAKE,0
8465,FAKE,0
9754,FAKE,0
2524,REAL,1
5470,FAKE,0
540,REAL,1
6075,FAKE,0
7300,FAKE,0
10382,FAKE,0
99,REAL,1
6986,FAKE,0
6366,FAKE,0
5034,REAL,1
3396,REAL,1
2398,REAL,1
1322,REAL,1
6824,FAKE,0
3535,REAL,1
9990,FAKE,0
8480,FAKE,0
7597,FAKE,0
808,REAL,1
9182,FAKE,0
4284,REAL,1
5073,REAL,1
2587,REAL,1
1893,REAL,1
3102,REAL,1
7368,FAKE,0
7964,FAKE,0
10111,FAKE,0
3922,REAL,1
7642,FAKE,0
3833,REAL,1
9172,FAKE,0
3917,REAL,1
8335,FAKE,0
4541,REAL,1
4081,REAL,1
1335,REAL,1
9326,FAKE,0
1664,REAL,1
10397,FAKE,0
6753,FAKE,0
7388,FAKE,0
4594,REAL,1
5245,REAL,1
978,REAL,1
2771,REAL,1
8257,FAKE,0
6685,FAKE,0
7094,FAKE,0
7691,FAKE,0
5351,FAKE,0
1240,REAL,1
6243,FAKE,0
614,REAL,1
1567,REAL,1
8642,FAKE,0
5768,FAKE,0
7982,FAKE,0
6894,FAKE,0
5407,FAKE,0
767,REAL,1
10027,FAKE,0
3795,REAL,1
3197,REAL,1
5956,FAKE,0
1555,REAL,1
4367,REAL,1
1495,REAL,1
