ID,Autor,autor_codificado
5984,Emily Parker,11
7698,Madison Wong,20
3776,Marcus Liu,21
1385,Desconocido,9
581,Desconocido,9
694,Isabella Nguyen,15
7942,Maxwell Rivera,22
8538,Maxwell Rivera,22
7416,Desconocido,9
2473,Daniel Patel,8
1130,Marcus Liu,21
5706,Grace Liu,14
8638,Olivia Kumar,27
6265,Grace Liu,14
9976,Desconocido,9
6762,Xavier Chang,33
5541,Ethan Hayes,12
3257,Desconocido,9
7193,Olivia Kumar,27
9595,Desconocido,9
4221,Chloe Nguyen,7
8078,Jacob Gupta,16
2283,Grace Liu,14
6476,Amelia Rivera,1
3958,Maxwell Rivera,22
2928,Olivia Kumar,27
2353,Victoria Singh,31
689,Aria Shah,2
1833,Mia Gupta,23
8194,Ethan Hayes,12
2617,Benjamin Singh,5
2601,Alexander Lee,0
9449,Olivia Kumar,27
8717,Amelia Rivera,1
4579,Isabella Nguyen,15
9501,Noah Khan,25
6007,Jacob Gupta,16
8132,Jacob Gupta,16
7207,Emily Parker,11
7121,Maxwell Rivera,22
3258,Desconocido,9
5912,Owen Rodriguez,28
6714,Sophie Chen,30
777,Michael Sharma,24
7839,Avery Kim,4
7720,Owen Rodriguez,28
6050,Samantha Chen,29
1966,William Kumar,32
4255,Amelia Rivera,1
8009,Marcus Liu,21
9819,Xavier Chang,33
6206,William Kumar,32
293,Desconocido,9
8804,Maxwell Rivera,22
4287,Gabriel Santos,13
9475,Alexander Lee,0
1955,Michael Sharma,24
6014,Alexander Lee,0
239,Zoe Lee,34
2623,Ethan Hayes,12
3164,Desconocido,9
10105,Aria Shah,2
3330,Amelia Rivera,1
6615,Desconocido,9
8764,Lily Wang,17
7297,Owen Rodriguez,28
600,Caleb Shah,6
5249,Xavier Chang,33
7092,Caleb Shah,6
2489,Noah Khan,25
3412,Nora Patel,26
8704,Benjamin Singh,5
4983,Chloe Nguyen,7
4543,Samantha Chen,29
4055,Samantha Chen,29
2377,Desconocido,9
5699,Sophie Chen,30
2248,Noah Khan,25
10167,Daniel Patel,8
1669,Nora Patel,26
192,Lucas Kim,19
57,Desconocido,9
9424,Noah Khan,25
4060,Desconocido,9
7947,Amelia Rivera,1
1082,Alexander Lee,0
9228,Benjamin Singh,5
1616,Desconocido,9
8023,Ava Murphy,3
9753,Ella Sharma,10
5880,Xavier Chang,33
1344,Emily Parker,11
10515,Desconocido,9
7979,William Kumar,32
7921,Lily Wang,17
8186,Caleb Shah,6
640,Marcus Liu,21
5050,Amelia Rivera,1
3645,Desconocido,9
6726,Victoria Singh,31
5326,Alexander Lee,0
719,Jacob Gupta,16
611,Emily Parker,11
8849,Owen Rodriguez,28
223,Michael Sharma,24
5044,Jacob Gupta,16
9662,Desconocido,9
7407,Sophie Chen,30
6005,Maxwell Rivera,22
401,Desconocido,9
9033,Amelia Rivera,1
5663,Madison Wong,20
2427,Mia Gupta,23
5056,Ava Murphy,3
4218,Owen Rodriguez,28
1887,Maxwell Rivera,22
6215,Desconocido,9
2779,Owen Rodriguez,28
8592,Nora Patel,26
4452,Desconocido,9
9480,Lily Wang,17
8760,Gabriel Santos,13
385,Samantha Chen,29
8155,Maxwell Rivera,22
9345,Jacob Gupta,16
1560,Jacob Gupta,16
2192,Nora Patel,26
7586,Ella Sharma,10
231,Desconocido,9
7026,Lily Wang,17
8664,Desconocido,9
7912,Desconocido,9
7578,Caleb Shah,6
5657,Aria Shah,2
4396,Isabella Nguyen,15
1615,Lily Wang,17
10147,Aria Shah,2
3154,Grace Liu,14
9001,Ethan Hayes,12
5311,Benjamin Singh,5
8089,Logan Wong,18
9644,Marcus Liu,21
8431,Zoe Lee,34
3516,Desconocido,9
9354,Jacob Gupta,16
8791,Lily Wang,17
1150,Michael Sharma,24
3094,Grace Liu,14
3926,Gabriel Santos,13
477,Marcus Liu,21
4858,Samantha Chen,29
8371,Desconocido,9
4381,Ethan Hayes,12
4528,Ethan Hayes,12
6065,Ethan Hayes,12
5767,Owen Rodriguez,28
9233,Daniel Patel,8
8551,Victoria Singh,31
10126,Lucas Kim,19
8469,Jacob Gupta,16
9775,Avery Kim,4
6275,Daniel Patel,8
7452,Maxwell Rivera,22
9761,Michael Sharma,24
3986,Samantha Chen,29
7945,Amelia Rivera,1
6063,Victoria Singh,31
8068,Desconocido,9
8104,Lily Wang,17
1690,Owen Rodriguez,28
8986,Desconocido,9
8468,Samantha Chen,29
4569,Aria Shah,2
4237,Caleb Shah,6
3353,Gabriel Santos,13
2308,Xavier Chang,33
8628,Gabriel Santos,13
9859,Avery Kim,4
10065,Desconocido,9
8169,Jacob Gupta,16
2658,Gabriel Santos,13
5025,Maxwell Rivera,22
4380,Gabriel Santos,13
3618,Jacob Gupta,16
7954,Lucas Kim,19
5273,Michael Sharma,24
9031,Desconocido,9
882,Desconocido,9
6803,Olivia Kumar,27
9657,Desconocido,9
6522,Desconocido,9
1952,Noah Khan,25
9947,Olivia Kumar,27
3606,William Kumar,32
10296,Daniel Patel,8
10109,Zoe Lee,34
2108,Gabriel Santos,13
8987,Desconocido,9
6842,Samantha Chen,29
9471,Desconocido,9
1551,Amelia Rivera,1
4606,Aria Shah,2
197,Noah Khan,25
7382,Chloe Nguyen,7
6749,Aria Shah,2
3987,Gabriel Santos,13
348,Ethan Hayes,12
3143,Gabriel Santos,13
379,Michael Sharma,24
3254,Mia Gupta,23
8720,Amelia Rivera,1
1732,Chloe Nguyen,7
9934,Noah Khan,25
1116,Logan Wong,18
6343,Caleb Shah,6
7565,Zoe Lee,34
10307,Lily Wang,17
1611,Grace Liu,14
3681,Olivia Kumar,27
4586,Desconocido,9
4524,Nora Patel,26
5819,Ava Murphy,3
9643,Benjamin Singh,5
233,Grace Liu,14
5776,Noah Khan,25
5920,William Kumar,32
1140,Caleb Shah,6
8044,Michael Sharma,24
455,Jacob Gupta,16
637,Ella Sharma,10
4426,Emily Parker,11
5331,Alexander Lee,0
9313,Emily Parker,11
6270,Maxwell Rivera,22
9073,Olivia Kumar,27
4536,Samantha Chen,29
9869,Owen Rodriguez,28
1094,Daniel Patel,8
2581,Ava Murphy,3
918,Benjamin Singh,5
1915,Isabella Nguyen,15
7096,Desconocido,9
2426,Isabella Nguyen,15
130,Sophie Chen,30
5710,Daniel Patel,8
7867,Maxwell Rivera,22
3041,Desconocido,9
2831,Madison Wong,20
7580,Nora Patel,26
8400,Gabriel Santos,13
10166,Maxwell Rivera,22
2077,Chloe Nguyen,7
5332,Marcus Liu,21
7735,Amelia Rivera,1
2311,Michael Sharma,24
9077,Logan Wong,18
1176,Sophie Chen,30
2744,Noah Khan,25
5732,Zoe Lee,34
487,Xavier Chang,33
10088,Daniel Patel,8
9908,Nora Patel,26
3637,Desconocido,9
4441,Ethan Hayes,12
3211,Desconocido,9
1179,Caleb Shah,6
7515,Michael Sharma,24
5855,Desconocido,9
3246,Aria Shah,2
375,Michael Sharma,24
7852,Daniel Patel,8
9194,Desconocido,9
3574,Desconocido,9
8753,Sophie Chen,30
5985,Zoe Lee,34
4813,Owen Rodriguez,28
9181,Benjamin Singh,5
512,Sophie Chen,30
3863,Noah Khan,25
6377,Marcus Liu,21
3150,Zoe Lee,34
2106,Lily Wang,17
2758,Olivia Kumar,27
7542,Emily Parker,11
4228,Caleb Shah,6
362,Zoe Lee,34
2557,Logan Wong,18
4316,Caleb Shah,6
8274,Sophie Chen,30
6906,Mia Gupta,23
2880,Xavier Chang,33
10492,Caleb Shah,6
517,Caleb Shah,6
4291,Benjamin Singh,5
2942,Avery Kim,4
5475,Victoria Singh,31
1431,Lily Wang,17
2259,Desconocido,9
4091,Marcus Liu,21
1278,Michael Sharma,24
1631,Jacob Gupta,16
4539,Madison Wong,20
3652,Owen Rodriguez,28
1107,Chloe Nguyen,7
5483,Chloe Nguyen,7
8973,Lily Wang,17
10469,Desconocido,9
2869,Chloe Nguyen,7
9392,Jacob Gupta,16
613,Samantha Chen,29
2674,Amelia Rivera,1
6793,Madison Wong,20
5286,Jacob Gupta,16
4385,Nora Patel,26
4324,Caleb Shah,6
3704,Isabella Nguyen,15
7380,Desconocido,9
1299,Maxwell Rivera,22
5138,Victoria Singh,31
9777,Gabriel Santos,13
633,Noah Khan,25
7488,Lily Wang,17
7791,Ethan Hayes,12
4015,Ella Sharma,10
7990,Lucas Kim,19
3743,Alexander Lee,0
3977,Amelia Rivera,1
10341,Aria Shah,2
7249,Marcus Liu,21
1010,Alexander Lee,0
443,Desconocido,9
9979,Gabriel Santos,13
5127,Xavier Chang,33
3354,Desconocido,9
8455,Avery Kim,4
9139,Grace Liu,14
4815,Benjamin Singh,5
4879,Samantha Chen,29
5067,Isabella Nguyen,15
4961,Maxwell Rivera,22
1051,Ava Murphy,3
8182,Logan Wong,18
10323,Zoe Lee,34
7022,Gabriel Santos,13
3971,Isabella Nguyen,15
1714,Madison Wong,20
9857,Isabella Nguyen,15
10138,Xavier Chang,33
4344,Jacob Gupta,16
5219,Avery Kim,4
1711,Desconocido,9
7032,Desconocido,9
5554,Jacob Gupta,16
4349,Desconocido,9
4024,Maxwell Rivera,22
6778,Aria Shah,2
9309,Maxwell Rivera,22
323,Madison Wong,20
2278,Samantha Chen,29
706,Olivia Kumar,27
951,Daniel Patel,8
6912,Grace Liu,14
1729,Emily Parker,11
4937,Jacob Gupta,16
2780,Owen Rodriguez,28
6795,Marcus Liu,21
1050,Aria Shah,2
2533,Gabriel Santos,13
603,Desconocido,9
3782,Madison Wong,20
3444,Desconocido,9
2252,Samantha Chen,29
717,Lily Wang,17
7768,William Kumar,32
8055,Desconocido,9
10271,Marcus Liu,21
1087,Sophie Chen,30
9867,Desconocido,9
1071,Ava Murphy,3
8007,Xavier Chang,33
1805,Caleb Shah,6
4264,Alexander Lee,0
8915,Maxwell Rivera,22
10496,Michael Sharma,24
5631,Alexander Lee,0
3114,Desconocido,9
8372,Ethan Hayes,12
2653,Jacob Gupta,16
5358,Victoria Singh,31
9254,Victoria Singh,31
2882,Nora Patel,26
6032,Victoria Singh,31
9587,Victoria Singh,31
1238,Sophie Chen,30
5600,Lucas Kim,19
5987,Chloe Nguyen,7
1927,Desconocido,9
3093,Victoria Singh,31
9057,Ethan Hayes,12
8739,Zoe Lee,34
4166,Desconocido,9
2954,Emily Parker,11
5576,Xavier Chang,33
815,Benjamin Singh,5
4848,Marcus Liu,21
6264,Desconocido,9
1216,Benjamin Singh,5
6359,Desconocido,9
8125,Olivia Kumar,27
3268,Xavier Chang,33
1701,Madison Wong,20
1285,Logan Wong,18
10283,Samantha Chen,29
5630,Desconocido,9
4297,Aria Shah,2
363,Gabriel Santos,13
2295,Desconocido,9
3969,Nora Patel,26
7315,Logan Wong,18
8383,Ava Murphy,3
8220,Ella Sharma,10
4485,Lucas Kim,19
5141,Ella Sharma,10
1617,Sophie Chen,30
288,Maxwell Rivera,22
3605,Lucas Kim,19
3601,William Kumar,32
8683,Benjamin Singh,5
9103,Ethan Hayes,12
7681,Desconocido,9
2044,Olivia Kumar,27
1697,Caleb Shah,6
10219,Michael Sharma,24
8105,Alexander Lee,0
3005,Desconocido,9
7501,Desconocido,9
9061,Sophie Chen,30
3754,Marcus Liu,21
1660,Xavier Chang,33
2692,Alexander Lee,0
2665,Ava Murphy,3
1810,Caleb Shah,6
8518,Lily Wang,17
6027,Isabella Nguyen,15
9892,Avery Kim,4
999,Lily Wang,17
877,Mia Gupta,23
8591,Alexander Lee,0
8751,Ava Murphy,3
7886,Jacob Gupta,16
3980,Avery Kim,4
7111,Caleb Shah,6
9812,Ella Sharma,10
134,Desconocido,9
2901,Ethan Hayes,12
1103,Zoe Lee,34
169,Samantha Chen,29
358,Desconocido,9
9943,Owen Rodriguez,28
6981,Marcus Liu,21
10193,Amelia Rivera,1
8823,Lily Wang,17
9146,Caleb Shah,6
1349,Ella Sharma,10
1565,Desconocido,9
881,Lucas Kim,19
2406,Sophie Chen,30
7072,Alexander Lee,0
2858,Nora Patel,26
2853,Aria Shah,2
1505,Grace Liu,14
9204,Logan Wong,18
2488,Desconocido,9
1628,Michael Sharma,24
2103,Daniel Patel,8
10129,Sophie Chen,30
10274,Gabriel Santos,13
5148,Emily Parker,11
9715,Ella Sharma,10
236,Maxwell Rivera,22
9028,Maxwell Rivera,22
1839,Noah Khan,25
7573,Ella Sharma,10
6914,Sophie Chen,30
5049,Isabella Nguyen,15
8162,Owen Rodriguez,28
1508,Avery Kim,4
8346,Avery Kim,4
9035,Grace Liu,14
4537,Desconocido,9
9527,Michael Sharma,24
5636,Daniel Patel,8
5739,Desconocido,9
5043,Zoe Lee,34
4985,Desconocido,9
1781,William Kumar,32
8903,Ethan Hayes,12
9188,Mia Gupta,23
3180,Desconocido,9
167,Desconocido,9
6786,Ella Sharma,10
10272,Ella Sharma,10
5319,William Kumar,32
684,Desconocido,9
9847,Caleb Shah,6
9388,Lucas Kim,19
1114,Madison Wong,20
7098,Chloe Nguyen,7
1037,Jacob Gupta,16
9629,Nora Patel,26
5747,Maxwell Rivera,22
2715,Desconocido,9
2000,Chloe Nguyen,7
5810,Alexander Lee,0
4200,Ethan Hayes,12
2704,Ava Murphy,3
8905,Victoria Singh,31
8321,Michael Sharma,24
2896,Madison Wong,20
6620,Avery Kim,4
4437,Desconocido,9
3243,Avery Kim,4
8543,Emily Parker,11
7192,Madison Wong,20
3161,Mia Gupta,23
3323,Desconocido,9
6874,Michael Sharma,24
3414,Ella Sharma,10
8822,Ava Murphy,3
8885,Ethan Hayes,12
856,Daniel Patel,8
8153,Ethan Hayes,12
9046,Zoe Lee,34
7067,Owen Rodriguez,28
3421,Olivia Kumar,27
1919,Daniel Patel,8
281,Grace Liu,14
6060,Jacob Gupta,16
869,Michael Sharma,24
3939,Ella Sharma,10
8721,Lily Wang,17
2341,Alexander Lee,0
8745,Owen Rodriguez,28
8173,Alexander Lee,0
7465,Sophie Chen,30
8761,Gabriel Santos,13
8064,Mia Gupta,23
7930,Mia Gupta,23
2110,Lily Wang,17
5371,Caleb Shah,6
7226,Desconocido,9
4428,Zoe Lee,34
128,Samantha Chen,29
1392,Desconocido,9
1931,Noah Khan,25
2963,Marcus Liu,21
4326,Amelia Rivera,1
5041,Daniel Patel,8
8028,Lucas Kim,19
7028,Alexander Lee,0
8863,Desconocido,9
8341,Desconocido,9
784,Aria Shah,2
1427,Desconocido,9
3273,Sophie Chen,30
6013,Grace Liu,14
8912,Marcus Liu,21
3194,Benjamin Singh,5
7706,Desconocido,9
5243,Owen Rodriguez,28
1269,Jacob Gupta,16
3781,Desconocido,9
3253,Lily Wang,17
4875,Grace Liu,14
7359,Michael Sharma,24
8175,Ella Sharma,10
916,Michael Sharma,24
6661,Nora Patel,26
2983,Samantha Chen,29
10236,Amelia Rivera,1
8466,Ethan Hayes,12
5527,Alexander Lee,0
1313,Ethan Hayes,12
4568,Caleb Shah,6
2059,Noah Khan,25
2753,Grace Liu,14
5715,Lucas Kim,19
9117,Victoria Singh,31
3823,Desconocido,9
4446,Grace Liu,14
6643,Ava Murphy,3
2761,Daniel Patel,8
7420,Caleb Shah,6
7219,Madison Wong,20
7989,Ethan Hayes,12
4190,Avery Kim,4
1380,Victoria Singh,31
4934,Owen Rodriguez,28
1816,Lucas Kim,19
2437,Benjamin Singh,5
8502,Desconocido,9
24,Chloe Nguyen,7
5486,Benjamin Singh,5
844,Aria Shah,2
3819,Olivia Kumar,27
10489,Sophie Chen,30
3928,Alexander Lee,0
6834,Samantha Chen,29
6812,Lily Wang,17
1409,Daniel Patel,8
4244,Caleb Shah,6
8037,Chloe Nguyen,7
5779,Sophie Chen,30
6532,Logan Wong,18
4540,Emily Parker,11
6761,Samantha Chen,29
4605,Noah Khan,25
1963,Isabella Nguyen,15
1959,Lucas Kim,19
10216,Caleb Shah,6
9684,Zoe Lee,34
836,Jacob Gupta,16
4423,Olivia Kumar,27
788,Benjamin Singh,5
10004,Lily Wang,17
7087,Owen Rodriguez,28
2635,Ava Murphy,3
9607,Desconocido,9
6204,Caleb Shah,6
3686,Mia Gupta,23
6733,Madison Wong,20
8561,Xavier Chang,33
2711,Lucas Kim,19
525,Ella Sharma,10
7152,Avery Kim,4
6098,Nora Patel,26
3706,Grace Liu,14
7502,Michael Sharma,24
8325,Sophie Chen,30
3190,Mia Gupta,23
9731,Desconocido,9
4257,Emily Parker,11
7803,Lucas Kim,19
47,Aria Shah,2
6835,Jacob Gupta,16
2284,Desconocido,9
9075,Owen Rodriguez,28
1655,Chloe Nguyen,7
3901,Lucas Kim,19
9909,Ava Murphy,3
9770,Grace Liu,14
1214,Grace Liu,14
435,Nora Patel,26
9081,Benjamin Singh,5
2664,Maxwell Rivera,22
7809,Desconocido,9
10145,Noah Khan,25
2203,Michael Sharma,24
6519,Michael Sharma,24
1033,Mia Gupta,23
7751,Benjamin Singh,5
8010,Amelia Rivera,1
505,Grace Liu,14
10343,Ethan Hayes,12
1434,Lily Wang,17
2585,Emily Parker,11
34,Jacob Gupta,16
8777,Aria Shah,2
3496,Grace Liu,14
1156,Emily Parker,11
619,Olivia Kumar,27
5101,Zoe Lee,34
3238,Michael Sharma,24
7882,Isabella Nguyen,15
4656,Ava Murphy,3
4593,Xavier Chang,33
183,Xavier Chang,33
9100,Alexander Lee,0
4953,Marcus Liu,21
1151,Sophie Chen,30
9056,Ava Murphy,3
5770,Xavier Chang,33
18,Samantha Chen,29
1351,Madison Wong,20
5684,Xavier Chang,33
3944,Olivia Kumar,27
7357,Grace Liu,14
3285,Samantha Chen,29
4760,Zoe Lee,34
1265,Isabella Nguyen,15
1939,Marcus Liu,21
7545,Michael Sharma,24
4308,Logan Wong,18
432,Maxwell Rivera,22
4065,Desconocido,9
842,Madison Wong,20
8066,Desconocido,9
1668,Daniel Patel,8
4491,Lily Wang,17
8352,Noah Khan,25
4583,Caleb Shah,6
6120,Desconocido,9
5392,Desconocido,9
692,Zoe Lee,34
9531,Desconocido,9
4787,Lily Wang,17
2382,Marcus Liu,21
10390,Samantha Chen,29
6670,Chloe Nguyen,7
1566,Lily Wang,17
5500,Victoria Singh,31
9184,Gabriel Santos,13
4146,Aria Shah,2
2404,Michael Sharma,24
2626,Aria Shah,2
8276,Isabella Nguyen,15
588,Daniel Patel,8
8423,Samantha Chen,29
496,Amelia Rivera,1
9936,Desconocido,9
8012,Xavier Chang,33
4142,Daniel Patel,8
7378,Ava Murphy,3
5241,Marcus Liu,21
5175,Benjamin Singh,5
4293,Gabriel Santos,13
3278,Victoria Singh,31
3438,Maxwell Rivera,22
7634,Caleb Shah,6
9222,Daniel Patel,8
9058,Olivia Kumar,27
726,Jacob Gupta,16
8896,Amelia Rivera,1
9762,Ava Murphy,3
2724,Desconocido,9
4695,Desconocido,9
4824,Mia Gupta,23
93,Isabella Nguyen,15
5292,Avery Kim,4
1645,Michael Sharma,24
7903,Ethan Hayes,12
8911,Zoe Lee,34
6002,Desconocido,9
3522,Owen Rodriguez,28
5359,Isabella Nguyen,15
342,Madison Wong,20
3783,Michael Sharma,24
5951,Aria Shah,2
5705,Ethan Hayes,12
9301,Lucas Kim,19
7550,Noah Khan,25
4230,Desconocido,9
2263,Daniel Patel,8
3281,Xavier Chang,33
7059,Xavier Chang,33
3152,Desconocido,9
7598,Desconocido,9
1582,Amelia Rivera,1
2523,Avery Kim,4
7178,Madison Wong,20
6529,Gabriel Santos,13
8109,Caleb Shah,6
403,Michael Sharma,24
3418,Lucas Kim,19
3457,Mia Gupta,23
2182,Desconocido,9
2362,Benjamin Singh,5
1405,Sophie Chen,30
1586,Ethan Hayes,12
4473,William Kumar,32
2347,Desconocido,9
6806,Desconocido,9
10377,Samantha Chen,29
2919,Olivia Kumar,27
7126,Olivia Kumar,27
6570,Marcus Liu,21
4302,Ethan Hayes,12
7988,Mia Gupta,23
1306,Chloe Nguyen,7
10393,Gabriel Santos,13
4990,Ava Murphy,3
1217,Victoria Singh,31
5459,Zoe Lee,34
6881,Desconocido,9
2824,Amelia Rivera,1
8267,Isabella Nguyen,15
5507,Noah Khan,25
5493,Nora Patel,26
991,Ella Sharma,10
6217,William Kumar,32
2223,William Kumar,32
1229,Grace Liu,14
1023,Zoe Lee,34
5894,Isabella Nguyen,15
4011,Desconocido,9
3509,Desconocido,9
10286,Maxwell Rivera,22
9197,Desconocido,9
7473,Owen Rodriguez,28
6266,Mia Gupta,23
9944,Ava Murphy,3
9840,Noah Khan,25
1716,Avery Kim,4
840,Olivia Kumar,27
8953,Mia Gupta,23
5887,Daniel Patel,8
2082,Desconocido,9
7144,Isabella Nguyen,15
5741,Xavier Chang,33
3219,Ella Sharma,10
8402,Desconocido,9
1924,Victoria Singh,31
9692,Noah Khan,25
3580,Jacob Gupta,16
4697,Grace Liu,14
4928,Nora Patel,26
9971,Alexander Lee,0
1315,Isabella Nguyen,15
9235,Desconocido,9
3963,Michael Sharma,24
6375,Ava Murphy,3
9704,Marcus Liu,21
6994,Desconocido,9
1366,Emily Parker,11
6681,Lucas Kim,19
7668,Maxwell Rivera,22
5143,Caleb Shah,6
6755,Jacob Gupta,16
6117,Lucas Kim,19
4791,Alexander Lee,0
8650,Desconocido,9
680,Amelia Rivera,1
9703,Desconocido,9
6486,Logan Wong,18
4900,Benjamin Singh,5
9454,Noah Khan,25
1942,Ella Sharma,10
8924,Nora Patel,26
10474,Avery Kim,4
6458,Ava Murphy,3
7949,Jacob Gupta,16
716,Nora Patel,26
3153,Olivia Kumar,27
647,Alexander Lee,0
6548,Michael Sharma,24
4334,Lucas Kim,19
1769,Logan Wong,18
117,Noah Khan,25
6647,Maxwell Rivera,22
196,Desconocido,9
1548,Desconocido,9
9334,Sophie Chen,30
5259,Benjamin Singh,5
6709,Chloe Nguyen,7
566,Maxwell Rivera,22
7797,Sophie Chen,30
6645,Grace Liu,14
339,Desconocido,9
10514,Desconocido,9
3321,Sophie Chen,30
10149,Desconocido,9
4339,Desconocido,9
5883,Marcus Liu,21
3832,Jacob Gupta,16
572,Owen Rodriguez,28
8775,Michael Sharma,24
1125,Lucas Kim,19
4131,Marcus Liu,21
3840,Desconocido,9
7696,Chloe Nguyen,7
2255,Chloe Nguyen,7
5367,Olivia Kumar,27
3689,Nora Patel,26
8829,Ella Sharma,10
3063,Michael Sharma,24
1547,Desconocido,9
9025,Victoria Singh,31
4271,Ethan Hayes,12
4183,Daniel Patel,8
4160,Desconocido,9
7678,Marcus Liu,21
1397,Owen Rodriguez,28
5730,Chloe Nguyen,7
10425,Sophie Chen,30
6624,Ella Sharma,10
8457,Zoe Lee,34
4864,Benjamin Singh,5
6274,Isabella Nguyen,15
9356,Lily Wang,17
6902,Olivia Kumar,27
9743,Amelia Rivera,1
3289,Caleb Shah,6
407,Amelia Rivera,1
6765,Sophie Chen,30
6097,Maxwell Rivera,22
10057,Victoria Singh,31
1853,Michael Sharma,24
950,Avery Kim,4
8701,Michael Sharma,24
1708,Michael Sharma,24
2051,Samantha Chen,29
9500,Desconocido,9
8027,Chloe Nguyen,7
8545,Aria Shah,2
136,Mia Gupta,23
7208,Maxwell Rivera,22
8799,Jacob Gupta,16
3990,Desconocido,9
8748,Nora Patel,26
10135,Olivia Kumar,27
2008,Zoe Lee,34
9893,Zoe Lee,34
9113,Grace Liu,14
7441,Desconocido,9
7211,Emily Parker,11
5066,Alexander Lee,0
3639,Desconocido,9
8191,Xavier Chang,33
6280,Xavier Chang,33
2833,Ethan Hayes,12
3478,Ava Murphy,3
5222,Desconocido,9
1250,Lucas Kim,19
6252,Zoe Lee,34
855,Desconocido,9
9273,Avery Kim,4
6625,Caleb Shah,6
5934,Isabella Nguyen,15
6717,Aria Shah,2
10234,Ava Murphy,3
9206,Emily Parker,11
10269,Olivia Kumar,27
6400,Desconocido,9
1223,Desconocido,9
8530,Amelia Rivera,1
7755,Sophie Chen,30
3590,Caleb Shah,6
10187,Emily Parker,11
3898,Noah Khan,25
2816,Aria Shah,2
883,Jacob Gupta,16
3671,Desconocido,9
8845,Lucas Kim,19
2502,Sophie Chen,30
7153,Caleb Shah,6
3117,Nora Patel,26
3834,Daniel Patel,8
9875,Desconocido,9
4109,Samantha Chen,29
7660,Zoe Lee,34
3884,Nora Patel,26
9884,Lucas Kim,19
4599,Chloe Nguyen,7
5347,Caleb Shah,6
5048,Grace Liu,14
80,Noah Khan,25
9393,Lily Wang,17
4033,William Kumar,32
2195,Aria Shah,2
8942,Desconocido,9
6919,Chloe Nguyen,7
9584,Lucas Kim,19
8508,Michael Sharma,24
63,Isabella Nguyen,15
2323,Lily Wang,17
2367,Benjamin Singh,5
4259,Daniel Patel,8
4972,Aria Shah,2
294,Ava Murphy,3
2657,Maxwell Rivera,22
9853,Jacob Gupta,16
8920,Mia Gupta,23
6927,Caleb Shah,6
8260,Madison Wong,20
686,Grace Liu,14
3514,Samantha Chen,29
7848,Samantha Chen,29
8708,Olivia Kumar,27
5519,Lily Wang,17
2815,Zoe Lee,34
9628,Chloe Nguyen,7
4062,Maxwell Rivera,22
5099,Noah Khan,25
2161,Michael Sharma,24
7312,Caleb Shah,6
2554,Victoria Singh,31
7605,Chloe Nguyen,7
8051,Marcus Liu,21
2542,Ella Sharma,10
3373,Owen Rodriguez,28
9410,Noah Khan,25
7360,Caleb Shah,6
2116,Sophie Chen,30
2654,Mia Gupta,23
5119,Xavier Chang,33
355,Grace Liu,14
1339,Xavier Chang,33
8378,Avery Kim,4
5068,Ella Sharma,10
6597,Nora Patel,26
7467,Gabriel Santos,13
5822,Maxwell Rivera,22
4729,Desconocido,9
1588,Zoe Lee,34
4722,Benjamin Singh,5
7838,Aria Shah,2
531,Ethan Hayes,12
4931,Aria Shah,2
2943,Emily Parker,11
3953,Xavier Chang,33
1922,Desconocido,9
2485,Marcus Liu,21
3642,Marcus Liu,21
6289,William Kumar,32
9734,Olivia Kumar,27
9664,Isabella Nguyen,15
9755,Owen Rodriguez,28
2074,Nora Patel,26
2577,Ava Murphy,3
9383,Victoria Singh,31
5905,Isabella Nguyen,15
8513,Desconocido,9
7229,Amelia Rivera,1
4150,Desconocido,9
6104,Desconocido,9
6657,Desconocido,9
3791,Avery Kim,4
10268,Sophie Chen,30
5529,Desconocido,9
8248,Desconocido,9
6788,Marcus Liu,21
3670,Daniel Patel,8
9667,Chloe Nguyen,7
6157,Desconocido,9
6667,Aria Shah,2
2639,Xavier Chang,33
1060,William Kumar,32
5777,Jacob Gupta,16
468,Desconocido,9
8360,Sophie Chen,30
526,Isabella Nguyen,15
5624,Isabella Nguyen,15
4971,Ethan Hayes,12
1288,Logan Wong,18
2242,Logan Wong,18
5458,Caleb Shah,6
5256,Benjamin Singh,5
10355,Gabriel Santos,13
5442,Lily Wang,17
1439,Desconocido,9
2528,Emily Parker,11
1331,Lucas Kim,19
4162,Samantha Chen,29
9450,Madison Wong,20
1913,Lucas Kim,19
4700,Ella Sharma,10
2676,Madison Wong,20
5216,Aria Shah,2
9802,Olivia Kumar,27
720,Victoria Singh,31
21,Alexander Lee,0
6669,Ethan Hayes,12
4551,Grace Liu,14
9072,Ella Sharma,10
6024,Ethan Hayes,12
789,Ella Sharma,10
3372,Maxwell Rivera,22
2363,Sophie Chen,30
5807,William Kumar,32
8669,Desconocido,9
2464,Zoe Lee,34
5228,Jacob Gupta,16
5774,Marcus Liu,21
7883,Caleb Shah,6
6207,Lucas Kim,19
7626,Emily Parker,11
1526,Olivia Kumar,27
5151,Desconocido,9
5375,Chloe Nguyen,7
9891,Benjamin Singh,5
9191,Lily Wang,17
9958,Grace Liu,14
4203,Noah Khan,25
2300,Grace Liu,14
9746,Desconocido,9
2997,Amelia Rivera,1
8834,Marcus Liu,21
2151,Desconocido,9
2169,Desconocido,9
10164,Xavier Chang,33
3056,Mia Gupta,23
8238,Benjamin Singh,5
7262,Avery Kim,4
1634,Maxwell Rivera,22
10416,Jacob Gupta,16
